ID,SMILES,Dockingscore
ZINC000067896154,O=C([O-])COc1cc(-c2cnc3c(c2)cccc3)ccc1,-6.2840576
ZINC000006702289,O=C(OCC)Cn1c(C)cc(NC(=O)c2ccc(C(=O)OC)cc2)n1,-6.284049
ZINC000013985128,O=C(OC)c1cc(NC(=O)c2noc(-c3ccccc3)c2)ccc1,-6.2840381
ZINC000252500979,O=C([O-])c1ccc(OCCC[NH+](Cc2nc(C)cc(C)c2)C)cc1,-6.2840118
ZINC000095998021,O=C(N1CC(n2nnc(-c3ccccc3)c2)C1)c1cocc1,-6.2840028
ZINC000003296791,S(CC(=O)[O-])c1sc(NC2CCCCC2)nn1,-6.2840004
ZINC000002797812,Clc1ccc(NC(=O)c2n(C)nc(C(=O)[O-])c2)cc1,-6.2839584
ZINC000000183823,O=[N+]([O-])c1cc(NC(=O)c2c(OC(=O)C)cccc2)c(OC)cc1,-6.283946
ZINC000591667276,S(=O)(=O)(N1C(C(=O)[O-])(COC)CCC1)c1c(F)cc(C#N)cc1,-6.2839389
ZINC000238031330,Fc1c(CC(=O)N2C(C(=O)[O-])Cc3c(cccc3)C2)cccc1,-6.283885
ZINC000095386631,O=C([O-])C([NH+](CCCn1c(C)cc(C)n1)C)c1c(C)onc1C,-6.2838507
ZINC000072430398,Fc1c(OC2(C(=O)[O-])CCN(C(=O)c3ccccc3)CC2)cccc1,-6.2838426
ZINC000004514049,O=C([O-])c1c(NC2C(=O)N(c3ccccc3)C(=O)S2)c(C)ccc1,-6.2838254
ZINC000019891119,S=C1N(c2cc(C(=O)[O-])c(O)cc2)C(=O)C(=Cc2occc2)S1,-6.2837873
ZINC000001000075,O=C(N(Cc1c(C)n(C)nc1)C)C=1C(=O)Oc2c(cccc2)C=1,-6.2837806
ZINC000029047036,S(=O)([O-])(=Nc1cc(C(=O)OC)ccc1)c1c(C)cc(OC)cc1C,-6.2837648
ZINC000071979191,O=C(OCC)C1=NN(c2cc(C)cc(C)c2)C(C(=O)[O-])C1,-6.2837639
ZINC000039952707,O(C(C)(C)C)C(=O)N1C(CC)CN(c2c(C(=O)[O-])cccc2)CC1,-6.2837362
ZINC000002861163,O=C([O-])c1c(O)cc(Nc2scc(-c3c(C)nc(N)s3)n2)cc1,-6.2837305
ZINC000004269292,Brc1cc2c(N)c(C(=O)CCC(=O)[O-])oc2cc1,-6.2836967
ZINC000887557511,Clc1ccc(C(NC(=O)C[NH+](C)C)(C(=O)[O-])CC)cc1,-6.2836895
ZINC000001429491,O=C([O-])c1c(O)c(NC(=O)c2sccc2)ccc1,-6.2836847
ZINC000097099475,O=C(Cc1ccncc1)N1CC(C(=O)[O-])CN(Cc2[nH]nnc2)CC1,-6.2836828
ZINC000000166160,Clc1c(S(=O)(=O)NC(C(=O)[O-])c2ccccc2)cccc1,-6.2836561
ZINC000040478922,S(c1nnc(N2CC(C(=O)[O-])CCC2)cc1)c1ccc(C)cc1,-6.2836537
ZINC000154811960,Clc1ccc(C2OCCN(C(=O)C3(C(=O)[O-])CC3)C2)cc1,-6.2836123
ZINC000217566528,S(=O)(=O)(NC(C)(C)C)c1cc(C(=O)[O-])c(NCCC(C)C)cc1,-6.2836032
ZINC000070555917,Clc1cc(S(=O)(=O)NC2CC(C(=O)[O-])CCC2)ccc1,-6.2835946
ZINC000096466458,O=C(N(Cc1n(C)c(C2CC2)nn1)C)c1c([O-])cnc2c1cccc2,-6.2835894
ZINC000263092416,O=C(NC1CCC(C(=O)[O-])CC1)CCC(C)c1ccccc1,-6.2835784
ZINC000065380304,O=C(NC(C)(C)c1[nH]c(Cc2ccccc2)nn1)c1sccc1,-6.2835617
ZINC000001608103,O=C(OC)Nc1[nH]c2c(n1)cc(-c1c(C(=O)[O-])c(C)oc1C)cc2,-6.2835293
ZINC000238066809,Clc1sc(CCC(=O)N2C(C(=O)[O-])CCC2)cc1,-6.2835183
ZINC000006526489,O=C([O-])CCC(=O)Nc1cc(-c2oc(-c3occc3)nn2)ccc1,-6.2835016
ZINC000011589039,O=C([O-])C(Cc1ccccc1)c1cc(OC)ccc1,-6.2834616
ZINC000888096962,O=C(CC(O)c1ccccc1)N1CC(N2C(=O)CNCC2)CCC1,-6.2834554
ZINC000031830122,S(=O)(=O)([O-])c1ccc(N=NCc2cc([N+](=O)[O-])ccc2)cc1,-6.283442
ZINC000004822099,Fc1ccc(C(=O)C=C(Nc2cc3NC(=O)Nc3cc2)C(=O)[O-])cc1,-6.2834272
ZINC000630222132,O=C([O-])CC(C)[NH+]1CCN(C(=O)c2cc3c(cc2)CCC3)CC1,-6.2834201
ZINC000585096234,O=C(COC)N1C(C)c2n(cc(C(=O)NCc3sccc3)n2)CC1,-6.2833524
ZINC000178260004,Fc1cc(C[NH+]2CC(C(=O)N3CC(C(=O)[O-])CC3)CCC2)ccc1,-6.2833457
ZINC000012777761,O=C(NCc1n2c(nn1)CCC2)c1ccc(OC(C)C)cc1,-6.2833362
ZINC000253429814,O=C(Nc1nc(OC)ncc1)N1CC(C)OC(c2ccccc2)C1,-6.2832994
ZINC000005426707,Clc1c([N+](=O)[O-])cc(CN=Nc2nn[n-]n2)cc1,-6.2832899
ZINC000091845539,O=C([O-])C1C(c2c(C)cccc2)C[NH+](CCc2cn(C)nc2)C1,-6.2832751
ZINC000262385253,O=C(N1CC(C(=O)[O-])OCC1)c1nnn(Cc2sccc2)c1,-6.283267
ZINC000065380499,O=C([O-])c1n[nH]c2NC(=O)CC(c3[nH+]c(CCCC)[nH]c3)c12,-6.2832618
ZINC000032889119,S(C)c1cc(C(=O)NCc2n3c(nn2)CCC3)c([N+](=O)[O-])cc1,-6.2832432
ZINC000002511618,O=C(OC(C)(C)C)NC(CC(=O)[O-])c1cc2OCOc2cc1,-6.2832403
ZINC000002361459,S(CC(=O)NCC(=O)[O-])c1c(C#N)cc(C#N)c(N)n1,-6.2832351
ZINC000408536308,O=C(NC=C1C(=O)N(c2ccc(OCC)cc2)C(=O)NC1=O)C,-6.2832041
ZINC000663218783,Brc1c(OC2C(=O)N(CC(=O)[O-])CC2)ccc(F)c1,-6.2831931
ZINC000534648664,O=C([O-])CNc1ncc(C[NH+]2C(C(C)C)C=CC2)cn1,-6.2831836
ZINC000006364374,O=C([O-])CC1C(=O)NC(=NN=C(CCC(C)C)C)S1,-6.2831836
ZINC000604419029,Fc1ccc(-c2c(CC(=O)[O-])c3C(=O)N(C)C(C)=Cc3o2)cc1,-6.2831593
ZINC000072431841,Fc1cc(OCC(=O)N2CCC(C(=O)[O-])(n3cncc3)CC2)ccc1,-6.2831144
ZINC000119003488,O=C([O-])C1(C(=O)NCc2c(OC)cc(C)cc2)CC1,-6.283113
ZINC000649254934,O=C([O-])c1nnn(C2CN(C(=O)C3OCCC3)CCC2)c1,-6.2830911
ZINC000012377448,O=C(COc1cc(-n2nnnc2)ccc1)N1c2c(cccc2)CC1,-6.2830796
ZINC000408521897,O=C(C[NH2+]C(C(C)c1ccccc1)C)N1CCC(C(=O)[O-])CC1,-6.2830563
ZINC000238097537,Fc1c(F)cccc1CCC(=O)N(CC(=O)[O-])C1CCOCC1,-6.2830501
ZINC000655600555,O=C([O-])C(NC(=O)C(C)n1nccc1)Cc1ccncc1,-6.2830472
ZINC000001235067,O=C([O-])CC(n1nnnc1)c1cc(OC)c(OC(C)C)cc1,-6.2830091
ZINC000049751677,O=C(CN1C(=O)C(C)=CC=C1)N1CC(C(=O)[O-])CCC1,-6.2830005
ZINC000000373219,O=[N+]([O-])c1c(OCc2oc(C(=O)[O-])cc2)cccc1,-6.2829967
ZINC001704311477,Clc1ccc(-c2c(C(=O)[O-])c(NCC3(C)C[NH+](C)CC3)no2)cc1,-6.2829843
ZINC000252432118,O=C(N1C(C(=O)[O-])CC2C1CCCC2)c1oc(CC)cc1,-6.2829719
ZINC000262055646,FC1(C(=O)[O-])CN(C(=O)Cc2c3c(sc2)cccc3)CC1,-6.2829442
ZINC000011865304,O=C([O-])COc1cc2OC(C)=C(c3ccc(OC)cc3)C(=O)c2cc1,-6.2828965
ZINC000408811142,Clc1c(OCC(=O)[O-])ccc(C=NOCc2ccccc2)c1,-6.2828875
ZINC000227163235,O=C([O-])c1cc(N=C2CN(c3c(C)cccc3)C(=O)C2)ccc1,-6.2828751
ZINC001772706980,O=C([O-])c1ncc(C[NH+](CCOc2c(C)cccc2C)CC)nc1,-6.282835
ZINC000048291096,O=C(NCc1n2c(nn1)CCCCC2)c1ccc(OC)cc1,-6.2828264
ZINC000008992451,O=C(Nc1cc(NC(=O)c2cc(NC(=O)C)ccc2)ccc1)C,-6.2828031
ZINC000097231344,O=C([O-])C(NC(=O)C1C(c2c(C)ccs2)C1)c1ccccc1,-6.2827916
ZINC000027744095,S(CCC([NH3+])C(=O)NC(C(=O)[O-])Cc1ccc(O)cc1)C,-6.2827816
ZINC000072430212,O=C(N1CCC(Oc2cc(C)ccc2)(C(=O)[O-])CC1)c1cscc1,-6.2827754
ZINC000095424091,Clc1c(F)ccc(OCC(=O)N2CC(C(=O)[O-])CCC2)c1,-6.2827692
ZINC000237888752,O=C(N1CC(C(=O)[O-])OCC1)c1c(C)nc2c(c1)ccc(C)c2,-6.2827005
ZINC000003884746,S(=O)([O-])(=Nc1c(OC)cccc1)c1cc(C(=O)[O-])c(O)cc1,-6.2826772
ZINC000097039199,FC(F)(F)c1c(CC(=O)NC(CCC(=O)[O-])C)cccc1,-6.2826381
ZINC000225622176,S(C(C)c1n(C2CC2)nnn1)c1[nH]c(-c2ccc(C)cc2)nn1,-6.2826118
ZINC000256046205,Fc1ccc(-n2nc(C(=O)[O-])c(N3CCC(C)CC3)n2)cc1,-6.2825608
ZINC000032616716,O=C(Nc1ccccc1)Cc1[nH]c(-c2ccncc2)nn1,-6.2825499
ZINC000075108467,O=[N+]([O-])c1c(CCNC(=O)NCC(O)(C)c2cscc2)cccc1,-6.282486
ZINC000096138175,O=C(N1CC2(C(=O)[O-])C(C[NH+](CC3CCC3)C2)C1)c1ccccc1,-6.2824731
ZINC000097018100,O=C([O-])CN(C(=O)c1cn(CC)nc1)C1CCCCC1,-6.2824636
ZINC000225113701,O=C([O-])C(OCC)Cc1c(OC)cc(OC)cc1,-6.2824488
ZINC000263217409,Fc1c(CC(=O)[O-])ccc(NC(=O)c2c(C)nc(C3CC3)o2)c1,-6.2824445
ZINC000020151833,Clc1cc(C(=O)NC(=S)Nc2ccc(CC(=O)[O-])cc2)ccc1,-6.2824306
ZINC000072425797,O=C(C(C)n1c(C)[nH+]cc1)N1CCC(C(=O)[O-])(n2ncc(C)c2)CC1,-6.2824273
ZINC000000503420,S(CC(=O)Nc1ccc(C)cc1)C1=NC(=O)C(CC=C)C(=O)N1,-6.2824125
ZINC000000974447,S=C1N(C(C(=O)[O-])CCC)C(=O)C(=Cc2ccc(F)cc2)S1,-6.2824044
ZINC000888092958,FC(F)(F)C1C(NC(=O)c2cnc(C(=O)[O-])cc2)CC=CC1,-6.2823811
ZINC000097288885,O=C([O-])c1cc(OC)cc(C(=O)NC(C)C2=CCCCC2)c1,-6.2823706
ZINC000030734464,O(C)c1c(CN=Nc2nn[n-]n2)ccc(N(CC)CC)c1,-6.2823596
ZINC000262491228,O=C([O-])CC[NH+]1CC(c2ccc(CC)cc2)OCC1,-6.2823477
ZINC000071762004,O=C([O-])c1c(C[NH+]2CCC(c3[nH]c4c(C)cccc4n3)CC2)c[nH]n1,-6.2823424
ZINC000225771655,O=C([O-])COc1cc2c(OCC)nn(C)c2cc1,-6.28234
ZINC000585152427,O=C(Cc1c([O-])nc2N(C)C(=O)NC(=O)c2n1)c1occc1,-6.2823024
ZINC000536954149,O=C([O-])CCc1ccc(C(=O)OCc2ccccc2)cc1,-6.2822623
ZINC000001773727,O=C(Nc1ccc(C(=O)[O-])cc1)CCCOc1cc(C)ccc1,-6.2822223
ZINC000000801497,Clc1ccc(NC(=O)CSc2n3C(C)=CC(C)=Nc3nn2)cc1,-6.2822204
ZINC000008391593,S(C(C)c1oc(-c2ccccc2)nn1)c1n(C2CC2)nnn1,-6.2822175
ZINC000007454998,O=C1N2C(C)=CC=CC2=NC(Cn2nc(-c3c(C)cccc3)nn2)=C1,-6.2821927
ZINC000062716064,Fc1cc(NC(=O)C(C(=O)C)=C2SC(C(=O)[O-])S2)ccc1,-6.2821779
ZINC000004999813,Clc1c(C(=O)[O-])cc(NCc2cc3OCOc3cc2)cc1,-6.2821646
ZINC000685936781,O=[N+]([O-])c1cn(-c2cn(CC(C(=O)[O-])C)nc2)nc1,-6.2821507
ZINC000013439742,Fc1c(OCC(=O)Nc2ccc(CC(=O)[O-])cc2)cccc1,-6.2821155
ZINC000037658215,O=C([O-])CCc1onc(Cc2cc(OC)c(OC)cc2)n1,-6.2820959
ZINC000003063629,S(CC#C)c1n(C)c(C=2C(=O)N(Cc3ccccc3)C=CC=2)nn1,-6.2820864
ZINC000011690347,O=C(N(C)c1ccccc1)c1c(C)n(-c2c(OC)cccc2)nn1,-6.282083
ZINC000072339590,O=C([O-])c1nn(C)c2nccc(-c3c(C)ccc(C)c3)c12,-6.282083
ZINC000263205690,O=C([O-])c1sc(CNC(=O)C2COCCC2)cc1,-6.2820544
ZINC000028232183,O=C([O-])C([NH2+]CC1OCCC1)CC(=O)Nc1c(C#N)cccc1,-6.2820487
ZINC000426490633,O=C(NCCCc1nnn[n-]1)C(C)[NH+]1CCCCC1,-6.28194
ZINC000095989530,O=C(NCc1oc(C(=O)[O-])cc1)C(Cc1ccccc1)(C)C,-6.2819109
ZINC000072289094,Fc1ccc(C(O)CN(C(=O)Nc2noc(C)c2)C2CC2)cc1,-6.2819099
ZINC000036357332,Clc1ccc(C(=O)Nc2cc(-n3nnnc3)c(OC)cc2)cc1,-6.2819085
ZINC000147486405,Clc1cc(NC(=O)c2n(C)ncc2)cc(C(=O)[O-])c1,-6.2818713
ZINC000000402015,Brc1cc(Cl)c(NC(=O)CCC(=O)[O-])cc1,-6.2818642
ZINC000102990646,O=C(NCCc1ccccc1)N1CC=2C(=O)n3nccc3NC=2CC1,-6.2818608
ZINC000000485826,O=C(Cc1c([O-])nc-2c(C(=O)Oc3c-2cccc3)n1)c1ccccc1,-6.2818356
ZINC000035325548,O=C(OC(C)(C)C)NCCCn1nnc(C(=O)[O-])c1,-6.281817
ZINC000253397834,S(=O)(=O)(N(CC)c1ccc(O)cc1)c1cc(C(=O)[O-])sc1,-6.2818141
ZINC000067956383,O=C([O-])c1c(C)c2c(NCc3n(CCC)cnn3)ncnc2s1,-6.2818012
ZINC000001573695,S(C)c1sc2c(n1)ccc(NC(=O)CCC(=O)[O-])c2,-6.2818007
ZINC000104365307,O(C([O-])=C(N=NC=1N=C2N(C)C(=O)N(C)C(=O)C2N=1)C#N)CC,-6.2817883
ZINC000006185343,O=C([O-])CC1C(=O)NC(=NN=C(C)c2cc3OCOc3cc2)S1,-6.2817864
ZINC000004271887,O=C([O-])c1ccc(CN2C(=O)C(Nc3ccccc3)SC2=O)cc1,-6.2817774
ZINC001772700861,Clc1c(Cl)ccc(C(=O)N2CC3(C(=O)[O-])C(C2)COCC3)c1,-6.2817173
ZINC000001336722,O=C([O-])C=CC(=O)N1CCC(C(=O)c2ccc(C)cc2)CC1,-6.2816963
ZINC000262096968,S(CC(=O)NC(COC)(CC(=O)[O-])C)c1c(C)cccc1,-6.2816906
ZINC000225157081,S(=O)(=O)(N(C(C(=O)[O-])Cc1ccc(CC)cc1)C)c1ccccc1,-6.2816863
ZINC000020614707,O=C([O-])c1c(C(=O)NCc2ccc(C)cc2)n(C)nc1,-6.2816792
ZINC000237390437,O=C([O-])c1ncc(C(=O)N2C(C)C(c3ccccc3)CC2)cc1,-6.2816663
ZINC000009040393,O=C(NCC1CN(c2ccc(C)cc2)C(=O)C1)Nc1ccccc1,-6.2816553
ZINC000299753593,O=C([O-])c1ncc(C(=O)NC(C)c2cc3OCOc3cc2)cc1,-6.2816539
ZINC000016449367,O=C([O-])c1c(NC(=O)c2ccc(-n3cnnc3)cc2)cccc1,-6.2816296
ZINC000003288231,S(CC(=O)NC(=O)NC(C)(C)C)c1n2C(C)=CC(C)=Nc2nn1,-6.2815986
ZINC000044125765,O=C(C=CN1C(=O)CCC1C(=O)[O-])CCCCC,-6.2815447
ZINC000116937266,S(CC(=O)[O-])c1n(C)c(-c2c(OC)c(OC)ccc2)nn1,-6.2815351
ZINC000004498461,S(Cc1cc(C(=O)[O-])ccc1)c1[nH]c(-c2occc2)nn1,-6.2815046
ZINC000005095313,S(CC(=O)N1CCCCCC1)C1=NC(=O)C(C(CC)C)C(=O)N1,-6.2814994
ZINC000178281053,Clc1cc(-c2onc(C(=O)N3CC(C(=O)[O-])OCC3)c2)ccc1,-6.2814865
ZINC000079321173,S(=O)([O-])(=Nc1ccc(C#N)cc1)c1cn(Cc2ccccc2)nc1,-6.2814622
ZINC000585113381,O=C(Nc1n(C)c(C2CC2)nn1)c1n(C)nc(C)c1,-6.2814484
ZINC000065534468,S(CC(=O)[O-])c1n(c(COC(C)C)nn1)-c1cc(C)ccc1,-6.2813911
ZINC000256046423,Clc1cc(-n2nc(N(CC)CC)c(C(=O)[O-])n2)ccc1,-6.2813888
ZINC000169967140,Brc1occ(C(=O)NC(C(=O)[O-])Cc2ccccc2)c1,-6.2813854
ZINC000005595525,O=C([O-])c1cc(Cn2c3c(c(C=O)c2)cccc3)ccc1,-6.2813678
ZINC000263257364,O=C([O-])c1ncc(C(=O)N(C(CC)Cc2ccc(C)cc2)C)nc1,-6.2813644
ZINC000072408766,O=C([O-])C1(Oc2ccccc2)CCN(C(=O)C2[NH+](C)CCCC2)CC1,-6.2813106
ZINC000238081947,Fc1ccc(-c2oc(CN3CC(C(=O)[O-])CCC3)nc2)cc1,-6.2813029
ZINC000095352670,O=C([O-])C([NH+]1CCN(C)CCC1)c1cnc(N2CCCCC2)cc1,-6.2812886
ZINC000426429867,O=C(NC1(CC(=O)[O-])CCCCC1)C(C[NH+]1CCCC1)C,-6.2812853
ZINC000263375079,O=C([O-])c1ncc(N2C(c3cc(OC)ccc3)CC(O)C2)nc1,-6.2812829
ZINC000011010653,S(C(C(=O)Nc1onc(C)c1)C)c1n(C2CC2)nnn1,-6.2811933
ZINC000195551286,O=C([O-])CC(NC(=O)c1cn(C(C)(C)C)nc1)c1c(C)cccc1,-6.281188
ZINC000262048950,O=C([O-])C1[NH+](Cc2c(OC)ccc(C)c2)C2C(C1)CCCC2,-6.2811546
ZINC000000313362,O=C(Nc1c(C(=O)[O-])cc(OC)c(OC)c1)C=Cc1ccccc1,-6.2811294
ZINC000263471487,S(=O)(=O)(N1C(C(=O)[O-])CC2C1CCCC2)c1oc(C)cc1,-6.2811255
ZINC000195551157,O=C([O-])C(C(NC(=O)Cc1cscc1)c1ccccc1)C,-6.2811036
ZINC000000366062,O=C([O-])c1cc(NCn2nnc3c2cccc3)ccc1,-6.2810888
ZINC000193062949,O=C([O-])C(CNC(=O)c1c(C)c(C)ccc1)(C)c1ccccc1,-6.2810345
ZINC000362677423,O=C([O-])CN(C(=O)CCC1OCCC1)C1CCOCC1,-6.2810092
ZINC000072220833,Clc1ccc(OCc2nnn(CC(=O)[O-])c2)cc1,-6.2809796
ZINC000013171312,Fc1c(-c2oc(C(=O)N3CC(C(=O)[O-])CCC3)cc2)cccc1,-6.2809796
ZINC000263289920,O=C([O-])C(C)c1cc(NC(=O)c2c(C)onc2C)ccc1,-6.2809715
ZINC000663092538,O=C(NC1CCN(C(=O)C(C(=O)[O-])C2CCCC2)CC1)N,-6.2809687
ZINC000013388156,O=C([O-])CC(NC(=O)Cc1c(OC)cccc1)c1sccc1,-6.2809567
ZINC000072428251,O=C(N1CCC(C(=O)[O-])(n2ncc(C)c2)CC1)c1occc1,-6.2809372
ZINC000390833055,O=C(Nc1snc(-c2ccccc2)n1)c1c(C(C)C)nc(C)nc1,-6.2809191
ZINC000005527673,S(C)c1ccc(COC(=O)C2C(C(=O)[O-])C3C=CC2C3)cc1,-6.2808299
ZINC000000264129,O=C([O-])c1cc(NC(=O)c2sccc2)cc(C(=O)[O-])c1,-6.2808228
ZINC000000173645,O=C(Nc1ccc(C(=O)[O-])cc1)C(NC(=O)c1ccccc1)=C(C)C,-6.2808228
ZINC000252631147,O=C([O-])CC1C(=O)NC(=NN=C(C=Cc2ccccc2)C)S1,-6.2807927
ZINC000004937107,O=C([O-])C(NC(=O)c1c(OC)cccc1)=Cc1cc2OCOc2cc1,-6.280787
ZINC000244795612,O=C([O-])C1[NH+](Cc2cc(OCc3ncccc3)ccc2)CCCC1,-6.2807846
ZINC000004755764,Clc1cc(C=NN=C2SC(CC(=O)[O-])C(=O)N2)ccc1,-6.280766
ZINC000019239958,O=C(Nc1sc(C)c(-c2ccc(OC)cc2)n1)Cn1ncc(C)c1,-6.2807603
ZINC000000818408,O=C(NCc1ccccc1)CC1C(=O)NC(C(=O)[O-])CS1,-6.2807355
ZINC000060850377,O=C(Nc1nnn[n-]1)c1sc(CCC)c(CC)c1,-6.2807012
ZINC000062712210,O=C([O-])C1NC(=O)C(Cc2ccc(OC)cc2)SC1,-6.2806945
ZINC000101776130,Clc1c(CNC(=O)C2C(C(=O)[O-])C3C=CC2C3)ccc(Cl)c1,-6.2806873
ZINC000038029638,Fc1c(CC(=O)Nc2cn(CC(=O)[O-])nc2)cccc1,-6.280684
ZINC000079487409,O=C(Nc1[nH]cnn1)CCN1C(=O)C(C)(c2ccccc2)CC1=O,-6.2806807
ZINC000067934196,O=C([O-])Cc1n[nH]c(C2CCN(c3noc4c3cccc4)CC2)c1,-6.2806649
ZINC000095363482,O=C(NC(C)C)Nc1ccc(C([NH+](CCO)C)C(=O)[O-])cc1,-6.2806325
ZINC000095629888,O=C(OCc1ccccc1)NCc1sc(C(=O)[O-])cn1,-6.2806172
ZINC000252491589,O=C([O-])C1C[NH+](Cc2cnc(NCc3ccccc3)nc2)CC1,-6.2806163
ZINC000585265923,O=C([O-])c1c(CCC)nc(N(CCc2ccccc2)C)nc1,-6.2805929
ZINC000005258382,O=C([O-])C([NH2+]CC(O)C)CC(=O)Nc1c(OC)ccc(OC)c1,-6.280571
ZINC000090932773,O=C([O-])c1nc(CNC(=O)c2c3c(sc2)cccc3)sc1,-6.2805662
ZINC000016479662,O=C([O-])CC(CC(=O)Nc1cc(C)c(C)cc1)(C)C,-6.2805367
ZINC000004184471,O=C([O-])CC1C(=O)NC(=NN=Cc2c(OC)ccc(OC)c2)S1,-6.2805281
ZINC000000225140,S=C1N(c2ccccc2)C(=O)C(CCC(=O)[O-])(C)N1,-6.2805037
ZINC000268944207,O=C([O-])c1c(C)oc(CN(C(=O)C2C(OCC)C2)C)c1,-6.2803311
ZINC000000970452,S=C1SC(=Cc2oc(-c3c(C(=O)[O-])cccc3)cc2)C(=O)N1,-6.2803264
ZINC000096423679,O=C(NCc1n(C)cc[nH+]1)C1C(=O)N(c2ccc(C(C)C)cc2)CC1,-6.2803144
ZINC000021165616,O=C(CN(C)C=1SC=2N(C(=O)C=C(CCC)N=2)N=1)N1CCCC1,-6.2802963
ZINC000072448074,O=C([O-])C1(n2ncc(C)c2)CC[NH+](CC(=Cc2occc2)C)CC1,-6.2802935
ZINC000033263903,S(=O)(=O)(NCCC)c1oc(-c2noc(C(F)(F)F)c2)cc1,-6.2802687
ZINC000016622515,O=C(NCc1ncccc1)c1c(C)n(-c2cc(OC)ccc2)nn1,-6.2802496
ZINC000057881444,S(CC(=O)Nc1ccc(O)cc1)c1n2c(nn1)CCCCC2,-6.2802463
ZINC000128073553,O=C(Nc1[nH]c(-c2occc2)nn1)c1cc2nc[nH]c2cc1,-6.2802076
ZINC000008069867,S(CC(=O)Nc1c(OC)ccc(NC(=O)C)c1)c1ncccn1,-6.2802024
ZINC000069967207,O=C(CCOc1ccccc1)N1CC(n2cncc2)CCC1,-6.2801952
ZINC000121807731,S(=O)(=O)(NCCCNC(=O)c1c(F)c(F)ccc1F)CC,-6.2801428
ZINC000091713460,S(=O)(=O)(N1CC(C(=O)[O-])C(c2cnccc2)C1)N1CCCCC1,-6.2801232
ZINC000091427090,O=C([O-])C12C(C[NH+](CCCOC)C1)CN(c1ncnc3c1CCC3)C2,-6.2801232
ZINC001506417354,O=C([O-])c1ncc(NC2C[NH+](Cc3sccc3)CCC2)nc1,-6.2801061
ZINC000067459547,O=C([O-])Cn1c(C)c(c(C)n1)-c1ccc(C(C)[NH+]2CCOCC2)cc1,-6.2800765
ZINC000426519173,O=C(NCCCc1nnn[n-]1)C1COc2c(cccc2)C1,-6.2800536
ZINC000426523251,O=C([O-])c1cc(OC)cc(C(=O)NCC[NH+](CCO)C)c1,-6.2800364
ZINC000012396197,FC(F)Oc1ccc(-c2nc3n(CC)ncc3c(C(=O)[O-])c2)cc1,-6.2800202
ZINC000072162197,O=C(N1C(C(=O)N2CCCC2)CNCC1)C=1C(=O)N=C(C(C)C)NC=1,-6.2800188
ZINC000585265973,O=C([O-])c1c(C(C)C)nc(N(CCc2ccccc2)C)nc1,-6.2800117
ZINC000098090086,O=[N+]([O-])c1c2[nH]c(C(=O)OCC)c(C=CC(=O)[O-])c2ccc1,-6.2800064
ZINC000001807690,O=C([O-])C=Cc1cc(OC)c(OCCCCC)cc1,-6.2799811
ZINC000004516931,O=C([O-])CCc1n(CC2OCCC2)c(-c2ccc(OC)cc2)cc1,-6.2799721
ZINC000299745954,O=C([O-])c1oc(CNC(=O)C2Oc3c(SC2)cccc3)cc1,-6.2799587
ZINC000096414440,FC(F)(F)c1cc(CC(C(=O)N(Cc2nnn[n-]2)C)C)ccc1,-6.2799535
ZINC000257200919,O=C([O-])C1=CN(c2cc3nc(CO)n(CCO)c3cc2)C(=O)C=C1,-6.2799425
ZINC000000054502,O=C(Nc1c(C(=O)[O-])cc(OC)c(OC)c1)C(Oc1ccccc1)C,-6.2799139
ZINC000013454929,S(=O)(=O)(N1CCC(OC)CC1)c1c(C)ccc(C(=O)[O-])c1,-6.2798872
ZINC000095970394,O=C(NC(CC(=O)[O-])C)C(C)(C)c1ccc(C)cc1,-6.2798481
ZINC000095972422,O=[N+]([O-])c1c(CC)ccc(NC(=O)N2CC(C(O)C)CCC2)c1,-6.2798357
ZINC000092002287,O=C(C)c1scc(C[NH+]2CC(C(=O)[O-])C(c3cnccc3)C2)c1,-6.27983
ZINC000005819247,O=C([O-])C1[NH2+]C(c2cc(Oc3ccccc3)ccc2)c2nc[nH]c2C1,-6.2798219
ZINC000012703081,O=C(N1CCC(C)CC1)c1nc(COc2cc(OC)ccc2)oc1,-6.2797985
ZINC000221990093,ClC(=Cc1nnn(CC(=O)[O-])c1)c1oc2c(n1)ccc(F)c2,-6.2797942
ZINC000097080125,O=C([O-])C1(C(=O)NCC(CC)c2ccccc2)CC1,-6.2797508
ZINC000025135757,O=C(N(Cc1noc(C)c1)C)C1=NN(Cc2ccccc2)C(=O)C=C1,-6.2797408
ZINC000006741252,O=C([O-])C1C(C(=O)N2CC[NH+](CCc3ccccc3)CC2)CC=CC1,-6.2797337
ZINC000328605558,O=C1N(C)C=CN=C1Nc1cn(Cc2n3c(nn2)CCCC3)nc1,-6.2797194
ZINC000089591699,O=C([O-])CC(NC(=O)c1n(C)nc(C)c1)c1ccc(OC)cc1,-6.2796812
ZINC000004294458,O=C([O-])CCCCCN1C(=O)c2c(OC1)cccc2,-6.2796636
ZINC000263453893,O=C(N1C(C(=O)[O-])CCC1)c1sc(-c2oc(C)cc2)cc1,-6.2796626
ZINC000012998750,P(=O)([O-])([O-])C([NH2+]CC(C)c1ccccc1)c1ccc(F)cc1,-6.2796535
ZINC000065408945,S(CC(=O)[O-])c1n(c(C(OC)C)nn1)-c1c(OC)ccc(C)c1,-6.2796435
