ID,SMILES,Dockingscore
ZINC001704300595,O=C(CCC[NH+]1CC(C(=O)[O-])C(O)CC1)c1ccc(C(C)(C)C)cc1,-6.5832472
ZINC000585134074,O=C([O-])c1ncn(CCNC(=O)c2nc(C(C)(C)C)sc2)c1,-6.5832343
ZINC000072427007,O=C(N1CCC(C(=O)[O-])(n2ncc(C)c2)CC1)c1nc(C)nc(C)c1,-6.5832295
ZINC000663220107,O=C([O-])CN1C(=O)C(N2C(=O)Sc3c(C2=O)cccc3)CC1,-6.5832171
ZINC000072421272,O=C([O-])C1[NH+](Cc2cnc(N3CCOCC3)nc2)CCc2[nH]cnc12,-6.5832067
ZINC000263419926,O=C([O-])c1ncc(C(=O)N2CC(O)C(C(C)(C)C)CC2)nc1,-6.5831776
ZINC000877871164,O=C(NC(C(C)(C)C)c1nc([O-])on1)C=Cc1cn(C)nc1,-6.5830622
ZINC000037838135,S(=O)(=O)(N(CC(C#N)C)[CH-]C)N1C(C(=O)[O-])CCCC1,-6.5830574
ZINC000096222535,O=C([O-])CC1C(=O)N(CCc2c3c([nH]c2)cccc3)C(=O)N1,-6.583014
ZINC000329031781,O=C([O-])CNc1[nH+]c(C2CC2)cc(NCCN2CCOCC2)n1,-6.5830016
ZINC000237961274,O=C(CCCCCc1sccc1)N1CC(C(=O)[O-])OCC1,-6.5829287
ZINC000001750398,O=C([O-])C(NC(=O)COc1cc2OC(=O)C=C(C)c2cc1)C(CC)C,-6.5828891
ZINC000178159645,O=C([O-])C(NC(=O)c1c(C)nc(-c2ccccc2)cc1)C(C)C,-6.5828485
ZINC000071283350,O=C(Nc1c(OC)cc(NC(=O)C2C(C)(C)C2C(=O)[O-])cc1)C(C)C,-6.5827913
ZINC000003225009,Fc1ccc(C(=O)NC=2C(=O)N3C(C(C(=O)[O-])=CC=C3)=NC=2)cc1,-6.5827765
ZINC000065503769,O=C(NCCCc1nnn[n-]1)c1ccc(-c2oc(C)cc2)cc1,-6.5827436
ZINC000028249107,S(=O)([O-])(=Nc1c(C)non1)c1c(OC)ccc(NC(=O)C)c1,-6.5827169
ZINC000359783353,O=C(NC(C)(C)c1nnn[n-]1)c1c(C)c2c(C)ccc(C)c2o1,-6.5827131
ZINC000257268597,O=C([O-])CCC(=O)NC1C(O)C(N2CCN(C(=O)C)CC2)CC1,-6.5826735
ZINC000216544813,O=C([O-])COc1c(C[NH+](CC2OCCCC2)C)cccc1,-6.5826344
ZINC000217626174,S(=O)(=O)(NCc1occc1)c1cc(C(=O)[O-])c(NCC=C)cc1,-6.5826221
ZINC000095369597,O=C(NCCCC)Nc1ccc(C(C(=O)[O-])[NH+]2CCC(O)CC2)cc1,-6.5825629
ZINC000124203106,O=C([O-])c1nc(CNC(=O)c2c3c(n(C)cc3)ccc2)sc1,-6.5825453
ZINC000221728458,Fc1cc2[nH]cc(CC(NC(=O)C(=CC)C)C(=O)[O-])c2cc1,-6.5825415
ZINC000299790139,O=C([O-])CC1C(c2nnn(C)c2)C[NH+](Cc2n[nH]c(CC)c2)C1,-6.5825272
ZINC000024002813,O=C(Nc1sc(Cc2ccccc2)nn1)C(NC(=O)C)C(C)C,-6.5824976
ZINC000072476389,O=C([O-])C1[NH+](Cc2cc3n(CC)ccc3cc2)CCc2[nH]cnc12,-6.5824704
ZINC000019771918,O(CCCC)c1ccc(N2C(=O)C(NCc3occc3)CC2=O)cc1,-6.5823793
ZINC000037588841,O=C([O-])CN(C(=O)c1nc2c(nc1)cccc2)C1CC1,-6.5823097
ZINC000067868957,O=C([O-])c1c(C[NH+]2CCC(CC=3N(CC)C(=O)N(C)N=3)CC2)c[nH]n1,-6.5822859
ZINC000101783246,Clc1ccc(CCNC(=O)C2C(C(=O)[O-])C3C=CC2C3)cc1,-6.5822735
ZINC000003908989,O=C(NC=1C(=O)N(N(C)C=1C)c1ccccc1)c1noc(CCC)c1,-6.5822244
ZINC000065533518,O=C(NC(C)c1nnn[n-]1)CC(=O)Nc1c(C)ccc(C)c1,-6.5822139
ZINC000020732355,O=C([O-])CNC(=O)Cc1nc(-c2ccc(OC)cc2)sc1,-6.5822124
ZINC000085477255,Fc1c(C(=O)NCC)ccc(-c2cc(CC(=O)[O-])ccc2)c1,-6.5821285
ZINC000001799379,S=C1N(CCCCCC(=O)[O-])C(=O)C(=Cc2cnccc2)S1,-6.5821242
ZINC000225111994,Clc1cc(OC(C(=O)[O-])Cc2c(OC)cc(OC)cc2)ccc1,-6.5820389
ZINC000191412967,Fc1cc(CC(=O)N2CC[NH+](C(C(=O)[O-])CC)CCC2)ccc1,-6.5819869
ZINC000089689037,O=C(NCC1(C(=O)[O-])CCC1)CN1C(=O)c2c(c(C)ccc2)N=C1,-6.5819831
ZINC000124615639,O=C(N(CC(C)c1nnn[n-]1)C)C(c1ccccc1)C1CC1,-6.5819764
ZINC000263124665,Fc1c(OCc2onc(C(=O)N(C(C(=O)[O-])C)C)c2)cccc1,-6.5819631
ZINC000089905423,O=C([O-])C(NC(=O)C1CN(CC2CC2)C(=O)C1)(C)c1ccccc1,-6.5819426
ZINC000268946802,Fc1ccc(OCCCC(=O)N2CC(CC(=O)[O-])OCC2)cc1,-6.5819068
ZINC000221920554,O=C([O-])CC1OCCN(C(=O)C=C(C)c2c(OC)cccc2)C1,-6.5818686
ZINC000000376386,O=C(Nc1c(C(=O)[O-])cccc1)CN1C(=O)c2c(N=C1)cccc2,-6.5818086
ZINC000097619158,O=C([O-])CC1[NH+](Cc2cc(C[NH+]3CCCC3)c(OC)cc2)CCCC1,-6.5818071
ZINC000004241827,O=C([O-])C([NH+]1CCN(C(OC(C)(C)C)=O)CC1)c1ccc(C#N)cc1,-6.5817709
ZINC000347232083,O=C([O-])C(NC=1n2ncnc2N=C(C)C=1)Cc1ccccc1,-6.5816822
ZINC000136109441,O=C(N1CC(C(=O)[O-])CCC1)c1nnn(-c2cc(C)ccc2)c1,-6.5816607
ZINC000226750392,Fc1c(CNC(=O)CC(CC(=O)[O-])c2ccc(F)cc2)cccc1,-6.581624
ZINC000005487187,S(NC(C(=O)[O-])C(O)c1ccccc1)c1c([N+](=O)[O-])cccc1,-6.5816207
ZINC000237581921,O=C([O-])c1ncc(C(=O)N(C(Cc2cscc2)C)C)cc1,-6.5815554
ZINC000252516885,S(=O)(=O)(c1ccc(C)cc1)C1C(C(=O)[O-])C1c1ccc(CC)cc1,-6.5815134
ZINC000078400903,O=C([O-])CCc1onc(COc2c(OC)cccc2)n1,-6.581377
ZINC000000195812,Clc1cc(NC(=O)CC([NH2+]Cc2cnccc2)C(=O)[O-])ccc1,-6.5813098
ZINC000299753748,O=C(CCc1cn(-c2ccccc2)nc1)N1CC(C(=O)[O-])OCC1,-6.5813036
ZINC000222992897,S(=O)([O-])(=Nc1cc2N(C(=O)c3ccc(OC)cc3)CCc2cc1)C,-6.5812936
ZINC000426647042,S(=O)([O-])(N(CCNC(=O)c1cc(OC)cc(C(=O)[O-])c1)C)=C,-6.5812683
ZINC000409096676,O=[N+]([O-])c1c([O-])c(OCC)cc(CN=Nc2c([N+](=O)[O-])cccn2)c1,-6.5812478
ZINC000091933380,O=C(N1CC(C(=O)[O-])C(c2ccccc2)C1)c1c(C)nn(CCC)c1,-6.5812063
ZINC000299744461,O=C(N1C(C(=O)[O-])CC2C1CCCC2)C1=NN(CCCC)C(=O)C=C1,-6.5811667
ZINC000244718823,Clc1c(C(=O)[O-])cc(NC(=O)CN2CCC(OCC)CC2)cc1,-6.581131
ZINC000217679236,Clc1ccc(Nc2nc(C)nc(N3CC(C(=O)[O-])CCC3)c2)cc1,-6.5811152
ZINC000263083672,O=C([O-])C(NC(=O)c1onc(C)c1)CC1c2c(cccc2)CCC1,-6.5811081
ZINC000032643445,S(=O)(=O)(NC1CC1)c1oc(C(=O)Nc2c(OC)cccc2)cc1,-6.58109
ZINC000263548780,Fc1cc(CC(=O)Nc2cn(C(C(=O)[O-])(C)C)nc2)c(OC)cc1,-6.581017
ZINC000097045104,O=C([O-])CCC1CN(C(=O)CC(C)c2ccccc2)CCC1,-6.5810165
ZINC000000083104,S(c1c(C(=O)[O-])cccn1)C1C(=O)N(Cc2ccccc2)C(=O)C1,-6.581008
ZINC000022276160,O=C([O-])c1cc(-n2[n+]([O-])c3c(n2)c2nonc2cc3)ccc1,-6.5809889
ZINC000044901089,O=C(Nc1cc2nc(COC)[nH]c2cc1)c1cc2OCOc2cc1,-6.5809608
ZINC000065370251,Fc1ccc(-n2c(C)c(CN3C(=O)CC(C(=O)[O-])C3)c(C)n2)cc1,-6.5809026
ZINC000049470151,S(CC(=O)[O-])c1nc(COc2c(OC)cccc2)nc(N)c1,-6.5808392
ZINC000000037262,O=[N+]([O-])c1cc(C(NC(=O)c2cc(C)c(C)cc2)CC(=O)[O-])ccc1,-6.5808258
ZINC000409419066,O(C(C)(C)C)C(=O)N1CCC(COC2(C(=O)[O-])CCC2)CC1,-6.5807719
ZINC000091907345,O=C(CCCc1c[nH]nc1)N1CCC2(N(C)C(=O)CC2C(=O)[O-])CC1,-6.5807414
ZINC000020503536,Clc1cc(OC(C(=O)Nc2ccc(OCC(=O)[O-])cc2)C)ccc1,-6.5807385
ZINC000215332980,O=C([O-])c1c(C(=O)N2CC(C(=O)N(CC)CC)CCC2)nc[nH]1,-6.5807314
ZINC000020139658,O=C([O-])c1c(O)c(C)cc(NC(=O)c2oc3c(c2)cccc3)c1,-6.5804853
ZINC000091745452,O=C([O-])C1C(c2c(C)cccc2)C[NH+](Cc2nc(C(C)C)on2)C1,-6.5804548
ZINC000044910139,O=C(OC)c1nc(NC(=O)c2cc3C(=O)N(C)C(=O)c3cc2)[n-]n1,-6.5803986
ZINC000002968004,O=C([O-])COc1ccc(C=C2C(=O)N(CC#C)C(=O)S2)cc1,-6.5803981
ZINC000065533518,O=C(NC(C)c1nnn[n-]1)CC(=O)Nc1c(C)ccc(C)c1,-6.580389
ZINC000096495179,[SH0](=O)(C(CCNC(=O)c1nn(c(C)c1)-c1cc(C)cc(C)c1)C)C,-6.5803533
ZINC000257343170,O=C([O-])c1c(-c2sc(CN(C)c3ncccn3)nc2)cccc1,-6.5803094
ZINC000065507810,O=C([O-])c1c(CN2CCN(c3cc(C#N)ccc3)CC2)nccc1,-6.5802436
ZINC000095425560,O=C([O-])C(CNC(=O)C1C(c2occc2)C1)c1ccccc1,-6.5801911
ZINC000044910139,O=C(OC)c1nc(NC(=O)c2cc3C(=O)N(C)C(=O)c3cc2)[n-]n1,-6.5801511
ZINC000217592835,S(=O)(=O)(NCCCO)c1cc(C(=O)[O-])c(NCC=C)cc1,-6.5801497
ZINC000012997445,P(=O)([O-])([O-])C([NH2+]CCc1scc(C)n1)c1ccc(OC)cc1,-6.5801172
ZINC000191426282,O=C([O-])C(Cc1ccc(NC(=O)C2OCCC2)cc1)C,-6.5800929
ZINC000257278056,O=C([O-])CCc1nc(C2C[NH+](Cc3ncccc3)CCC2)nc(C)c1,-6.5800714
ZINC000426361253,O=C(NCCCc1nnn[n-]1)c1n[nH]c2c1CCC2,-6.5800395
ZINC000097179320,S(Cc1n(CC(=O)[O-])nc(-c2ccncc2)n1)c1sc(C)nn1,-6.5800114
ZINC000017176558,S(=O)([O-])(=NN=C(C)C1C(=O)OC(C)=CC1=O)c1ccc(C)cc1,-6.5799966
ZINC000040288037,Clc1c(-c2sc(C(=O)NCC(=O)[O-])c(C)n2)cccc1,-6.579905
ZINC000008739167,[O-]c1c(Cc2ccccc2)nnc(NC(C)c2ccccc2)n1,-6.5798907
ZINC000263157210,S(=O)(=O)(N1CC(C(=O)[O-])C(C)C1)c1c(F)cc2NC(=O)Oc2c1,-6.5798378
ZINC000299744997,O=C([O-])C(CN(C(=O)C1C(C2CC2)C1)Cc1ccccc1)C,-6.5797977
ZINC000009586190,S(C)C1=NC(=O)C=C(CN(CC2=NC(=O)c3c(N2)cccc3)C)N1,-6.5797601
ZINC000091846672,O=C([O-])c1c(C[NH+]2CC(NC(=O)C3CCC3)C(CCC)C2)cccc1,-6.5796995
ZINC000262307561,O=C(NC1CCN(C(=O)C2(C(=O)[O-])CC2)CC1)NC1CCCCC1,-6.579689
ZINC000004325225,O=C([O-])CC(CC(=O)NCC(O)c1ccccc1)c1ccccc1,-6.5796852
ZINC000012772985,O=C(Nc1[nH]c(-c2cc(OC)c(OC)cc2)nn1)C=1C(=O)NC=CC=1,-6.5796471
ZINC000159737809,O=C(N1C(C(=O)[O-])CCCC1)c1ccc(Cn2cncc2)cc1,-6.5795603
ZINC000005111668,O=C([O-])CNc1c(C(=O)OCC)cnc(-n2c(C)cc(C)n2)n1,-6.579535
ZINC000001799355,S(C(C(=O)OCCCCC)CC)C=1C([O-])=NC(=O)NN=1,-6.5795202
ZINC000000361551,O=C(Nc1sc(CC)nn1)CN1C(=O)c2c(N=C1)cccc2,-6.5794778
ZINC000183451507,Fc1cc(CC(C(=O)N(CC(C)c2nnn[n-]2)C)C)ccc1,-6.5794582
ZINC000000214894,O=C(OCC)c1c(NC(=O)C2C(C(=O)[O-])CC=CC2)sc(C)c1,-6.5794182
ZINC000263276656,Fc1c(CC(=O)[O-])ccc(NC(=O)c2c3n(nc2)CCCC3)c1,-6.5793829
ZINC000035085537,S(=O)(=O)(NC(C(=O)[O-])CCCC)c1ccc(C(C)C)cc1,-6.5793757
ZINC000042707600,O=C(Nc1cc(OCCn2cncc2)ccc1)c1cnc(C)cc1,-6.5793462
ZINC000534630533,O=C([O-])CC=1C(=O)CCC=1c1ccc(-c2cnccc2)cc1,-6.5792899
ZINC000004891320,O=C(OCC(=O)c1ccccc1)c1ccc(N2C(=O)CCC2)cc1,-6.5792646
ZINC000263536148,O=C(NC1(C(=O)[O-])C(C)(C)C(OCC)C1)c1noc(C(C)C)c1,-6.5792603
ZINC000072428972,O=C(NCc1nnn[n-]1)C1OCCN(CCCc2ccccc2)C1,-6.5792432
ZINC000058849299,Fc1cc(CC(=O)NC(C(=O)[O-])Cc2ccc(F)cc2)ccc1,-6.579205
ZINC000000269530,S(Cc1c(C)oc(C(=O)[O-])c1)c1n(C)c(-c2ccccc2)nn1,-6.5791416
ZINC000031400632,O=C(NC(C)c1ccc(NC(=O)C2CC2)cc1)c1cnc(C)cc1,-6.5790997
ZINC000035323828,O=C([O-])Cn1nc(-c2c(N)cc(OCC)c(OC)c2)nn1,-6.5790653
ZINC000239425696,O=C([O-])C1C(C(=O)N2CC(C)N(c3ccc(C)cc3)CC2)CCCC1,-6.5790424
ZINC000220083411,O=C(CCn1nc(C)cc1)N1C(C(=O)[O-])Cc2[nH]cnc2C1,-6.5790038
ZINC000097235198,O=C([O-])C([NH2+]Cc1cn(-c2ccccc2)nc1)c1ccc(C)cc1,-6.5789623
ZINC000004716010,S(CCC(=O)[O-])c1n(CC=C)c(-c2cnccc2)nn1,-6.5788169
ZINC000034173602,O=C(OCc1ccccc1)NC(CC(=O)[O-])Cc1ccccc1,-6.5788107
ZINC000098210073,O=C(OC(C)(C)C)Nc1cnc(CC(=O)[O-])cc1,-6.578764
ZINC000223442780,O=C([O-])CCC=1C(=O)N=C(COc2ccc(C)cc2)NC=1,-6.5787501
ZINC000140423830,O=C(OCc1ccccc1)NC(Cc1ccccc1)c1nnn[n-]1,-6.5787392
ZINC000262895118,O=C([O-])C(CNC(=O)c1c(C)c(C)nnc1[O-])(CC)c1ccccc1,-6.5787139
ZINC000642295963,O=C([O-])c1ncc(C(=O)N2C(C(=O)Nc3sccn3)CCC2)cc1,-6.5786729
ZINC000236819642,O=C([O-])CN(C(=O)c1nc(C(C)C)sc1)C1CCOCC1,-6.5786643
ZINC000013421405,Fc1c(CN(C(=O)COc2ccc(CC(=O)[O-])cc2)C)cccc1,-6.5786285
ZINC000225010841,O=C([O-])Cc1nc(-c2ccccc2)nc(NCc2ccccc2)c1,-6.5786281
ZINC000085389324,S(CC(=O)[O-])c1n-2c(N(CCCC)c3c-2cccc3)nn1,-6.5785799
ZINC000238127372,O=C(C=Cc1cn(-c2ccccc2)nc1)N1CC(C(=O)[O-])OCC1,-6.5785298
ZINC000534574480,O=C([O-])CCn1ncc(C[NH+]2Cc3c(OCC2)cccc3)c1,-6.5784984
ZINC000013212346,O=C([O-])C(NC(=O)C(N)Cc1[nH]cnc1)Cc1ccc(O)cc1,-6.5784731
ZINC000254375618,O=C([O-])COc1ccc(C=NN(CC)c2ccc(C)cc2)cc1,-6.5784712
ZINC000072454744,O=C(COc1cc(C)ccc1)N1CCC(C(=O)[O-])(n2cncc2)CC1,-6.578455
ZINC000097076360,O=C([O-])Cn1c(-c2c(C)nc(NCC)s2)nc(C2CCCC2)n1,-6.5784373
ZINC000002304009,O=C([O-])C(=Nc1c(N)cccc1)CC(=O)c1ccc(C)cc1,-6.5783148
ZINC000036948386,S(CC(=O)[O-])c1[nH]c(-c2cc3c(cc2)CCC3)nn1,-6.5782814
ZINC000952982596,O=C(Nc1cc(-c2[nH]cnc2)ccc1)C=1C(=O)N(CC)C(C)=CC=1C,-6.5782623
ZINC000003215680,O=C([O-])C(NC(=O)COc1ccc(Oc2ccccc2)cc1)C,-6.5782032
ZINC000299742326,O=C(NCc1oc(C)c(C(=O)[O-])c1)CCC1OC(C)CC1,-6.5781646
ZINC000329240762,O=C(NCc1n(C(C)C)cnn1)CCN1C(=O)C2(NC1=O)CCCC2,-6.5781512
ZINC001506419046,S(=O)(=O)(N1CC(Oc2cc(C)ccc2)C1)c1c(C(=O)[O-])cccc1,-6.5780439
ZINC000536954080,O=C(OCc1ccccc1)N1C(C(=O)[O-])C(C)(C)C1,-6.5780225
ZINC000008714924,S(=O)([O-])(=Nc1cc(C(=O)[O-])ccc1)c1c(OC)cc(C)c(C)c1,-6.5780163
ZINC000072169303,S(=O)(=O)(N(C)C)CCC[NH+]1CC(c2c(C(=O)[O-])cccc2)CC1,-6.5779676
ZINC000091656183,O=C(C)N1C(C(=O)[O-])CC2(C1)CCN(C(=O)c1[nH]cc(C)c1)CC2,-6.5779223
ZINC000426422886,Fc1cc2c(n(C)c(C(=O)NCCCc3nnn[n-]3)c2)cc1,-6.577908
ZINC000262737423,O=C([O-])c1oc(CNC(=O)c2sc(C(C)C)nc2)cc1,-6.5778408
ZINC000000319405,O=C([O-])CCC(=O)N1C(c2sccc2)CC(c2ccccc2)=N1,-6.5778332
ZINC000262420663,O=C(N1CC(C(=O)[O-])OCC1)c1ccc(N2C(=O)NCC2)cc1,-6.5778093
ZINC000226750791,O=C([O-])CC(CC(=O)NCCCn1nccc1)c1ccccc1,-6.5777817
ZINC000091526256,O=C(N1CC(C(=O)[O-])C(c2ccccc2)C1)c1c(O)cc(OC)cc1,-6.5777373
ZINC000069774367,O=C(Nc1cc(-c2nc(-c3ncc(C)nc3)on2)ccc1)C1CC1,-6.5776258
ZINC000001605266,O=C([O-])C(NC(=O)C([NH3+])Cc1ccccc1)Cc1ccccc1,-6.5776138
ZINC000630135613,O=C([O-])COc1cc(NC(=O)C2C(C3CCOCC3)C2)ccc1,-6.5775318
ZINC000299753194,O=C([O-])C(N(C(=O)C1C(=O)N(c2cc3OCCOc3cc2)CC1)C)C,-6.5774922
ZINC000072400997,O=C(OCC)c1c(C)c(C)sc1NC(=O)c1c(C(=O)[O-])nccn1,-6.5774827
ZINC000287474293,S(=O)(=O)(N1C(CC)C(C(=O)[O-])CC1)c1cc(F)cc(C)c1,-6.5774426
ZINC000263296475,Fc1c(CC(=O)[O-])ccc(NC(=O)c2noc3c2CCCC3)c1,-6.5772967
ZINC000263378929,O=C([O-])C1N(c2nc(OCc3ccccc3)ccn2)CCC1,-6.5772924
ZINC000070458309,Fc1ccc(-c2nc(CN3CC(C(=O)[O-])CCC3)on2)cc1,-6.5772552
ZINC000095971418,Fc1cc(C(=O)Nc2cc(CC(=O)[O-])ccc2)cc(C)c1,-6.5772257
ZINC000257310075,O=C([O-])c1c(-n2cc(CN(C(=O)c3ccncc3)C)nc2)cccc1,-6.5771279
ZINC000097235304,O=C(NC(C)c1sc(C(=O)[O-])c(C)n1)Cc1ccc(C)cc1,-6.5770926
ZINC000000447988,Clc1c(NC(=O)c2ccccc2)ccc(NC(=O)CCC(=O)[O-])c1,-6.5769668
ZINC000026771425,S=C1N(C(C(=O)[O-])C)C(=O)C(=CC=Cc2ccccc2)S1,-6.5769668
ZINC000299748748,Fc1ccc(-n2c(C)c(C(=O)N3CC(C(=O)[O-])OCC3)nn2)cc1,-6.5769563
ZINC000077505943,O=C([O-])c1c(N2CC(O)(C[NH+]3CCCCC3)CC2)nc2c(c1)CCC2,-6.5767264
ZINC000029163448,S(=O)([O-])(=Nc1cc(NC(=O)c2cn(C)nc2)ccc1)C,-6.5767069
ZINC000097101502,S(=O)([O-])(=Nc1nc(C2CC2)on1)Cc1c(C(F)(F)F)cccc1,-6.5767016
ZINC000226750434,Fc1ccc(C(CC(=O)[O-])CC(=O)Nc2ccc(OC)cc2)cc1,-6.5766792
ZINC000032962237,S(=O)(=O)(Nc1cc(C(=O)[O-])c(N(C)C)cc1)c1ccc(F)cc1,-6.5766654
ZINC000096402353,O=C(N1CC(C(=O)[O-])CCC1)c1c(C)n(-c2ccccc2)nc1,-6.576653
ZINC000036353145,O=C([O-])C(NC(=O)c1c(C)nc(-n2cccc2)s1)C(C)C,-6.5765719
ZINC000169785275,S(=O)(=O)(N1CC(c2nnn[n-]2)CCC1)c1cc(OC)ccc1,-6.5765595
ZINC000218826491,S(C(C(=O)[O-])C)c1n-2c(N(CCC)c3c-2cccc3)nn1,-6.576509
ZINC000262762947,O=C([O-])Cn1nc(NC(=O)c2c(C)nc(C3CC3)o2)cc1,-6.5764709
ZINC000007313686,S(=O)(=O)(CCC(=O)OC1C(=O)OC(C)C1)c1ccc(C)cc1,-6.5764627
ZINC000011920155,O=C([O-])Cc1nc(NC(=O)C2NC(=O)CC2)sc1,-6.5763826
ZINC000072480543,O=C(N1CCC(C(=O)[O-])(n2ncc(C)c2)CC1)c1c(C)onc1CC,-6.5761709
ZINC000164052407,O=C(NC1C(=O)N2C(C(=O)[O-])C(C)=CSC12)COc1ccccc1,-6.576098
ZINC000492069567,O=C(NC(CCC)c1nnn[n-]1)C=Cc1cc(C#N)ccc1,-6.5760741
ZINC000005718558,O(CC)c1c(OCc2ccccc2)ccc(CN=Nc2nn[n-]n2)c1,-6.5760641
ZINC000426627629,O=C([O-])Cn1c(C2C[NH+](Cc3cc4c(OCC4)cc3)CCC2)ccn1,-6.5759916
ZINC000147747328,O=C(OCc1ccccc1)C(N)Cc1ccc(CC(=O)[O-])cc1,-6.5759635
ZINC000257216840,O=C([O-])COc1c(CN2CC3OCC(=O)NC3C2)cccc1,-6.5759254
ZINC000065528704,S(CC(=O)[O-])c1n(c(Cc2ccc(O)cc2)nn1)-c1cnccc1,-6.5759244
ZINC000022837853,S(CC(=O)N1CC(C(=O)OCC)CCC1)c1n2c(nn1)C=CC=C2,-6.575882
ZINC001529490658,O=C(NCC1SC(C)(C)C(C(=O)[O-])[NH2+]1)C(N)c1ccccc1,-6.5758638
ZINC000221921008,O=C([O-])C(CNC(=O)C1C(c2ccccc2)C1)c1ccccc1,-6.5758424
ZINC000003623478,O=[N+]([O-])c1cc(C(NC(=O)c2cc(C)ccc2)CC(=O)[O-])ccc1,-6.5756779
ZINC000096516413,Fc1ccc(C=2C(=O)N(CC(=O)[O-])C3(N=2)CCCCC3)cc1,-6.5756774
ZINC000218303217,Clc1noc(CCC(=O)NCC2(CC(=O)[O-])CCCCC2)c1,-6.5756502
ZINC000097619722,O=C([O-])C[NH+]1CC(O)CN(C(=O)c2cnc(NC)nc2)CC1,-6.5756226
ZINC000226752388,O=C([O-])CC(CC(=O)NCc1occc1)c1ccc(OC)cc1,-6.5755749
ZINC000065458943,O=C(Nc1c2c(ccc1)cccc2)CCN1C(=O)CC(C(=O)[O-])C1,-6.5755448
ZINC000095516678,Clc1c(-c2oc(C(=O)NC3(C(=O)[O-])CCOCC3)cc2)cccc1,-6.5755167
ZINC000238187569,O=C([O-])CCNC(=O)c1ccc(NC(=O)C2CC=CCC2)cc1,-6.5754242
ZINC000263275386,O=C([O-])c1ncc(C(=O)N(CCC)Cc2ccccc2)nc1,-6.5754032
ZINC000262249325,O=C(N1C(C(=O)[O-])CC2C1CCCC2)C1=Cn2c(nnc2)C=C1,-6.5754013
ZINC000218761376,O=C([O-])C([NH2+]Cc1cnc(-c2ccccc2)nc1)Cc1[nH]cnc1,-6.5753555
ZINC000072429645,S(CC(=O)N1CCC(Oc2c(F)ccc(C)c2)(C(=O)[O-])CC1)C,-6.5753531
ZINC000097231258,O=C(NCC(C(=O)[O-])Cc1c(C)cccc1)C(=CC)C,-6.5753303
ZINC000178223720,O=C([O-])Cn1nc(NC(=O)C2Oc3c(cccc3)C2)cc1,-6.5753231
ZINC000262277534,O=C([O-])c1oc(C(=O)Nc2c(OCC3OCCC3)cc(C)cc2)cc1,-6.5752678
ZINC000095989817,O=C([O-])CC(NC(=O)c1n(CC)nc(C)c1)c1c(C)cccc1,-6.5752492
ZINC000012176684,S(C(C(=O)[O-])c1ccccc1)C1=NC(=O)C2=C(N1)CCCC2,-6.5752401
ZINC000225153772,S(=O)(=O)(N(C(C(=O)[O-])Cc1ccc(C)cc1)C)c1ccc(C)cc1,-6.5752263
ZINC000268948694,O=C([O-])Cn1nc(NC(=O)C2C(c3cc4OCCOc4cc3)C2)cc1,-6.575181
ZINC000262967799,Fc1ccc(-n2nc(C(=O)N3CC(C(=O)[O-])OCC3)cc2)cc1,-6.5751553
ZINC000217363107,O=C([O-])C1CN(c2nc(C)nc(Nc3cc(C)ccc3)c2)CCC1,-6.575099
ZINC000091707964,O=C(CN(Cc1ccncc1)C)N1CC(C(=O)[O-])C(C2CC2)C1,-6.5750885
ZINC000004919517,ClC1=CCC(C(=O)[O-])C(C(=O)Nc2c([N+](=O)[O-])cc(C)cc2)C1,-6.5750585
ZINC000096530550,Fc1cc(CN2C(=O)C(N3CC(C(=O)[O-])CCC3)=NC=C2)ccc1,-6.5750427
ZINC000009256656,O=C([O-])c1c2c(n(C(C)C)nc2)nc(-c2cc3OCCOc3cc2)c1,-6.5749779
ZINC000426361253,O=C(NCCCc1nnn[n-]1)c1n[nH]c2c1CCC2,-6.5749273
ZINC000004757637,S(CC(=O)[O-])c1n(c(-c2c(O)cccc2)nn1)-c1ccccc1,-6.5748968
ZINC000000368842,O=C([O-])C1C(C(=O)Nc2sc3c(n2)ccc(C)c3)CCCC1,-6.5748963
ZINC000263080449,O=C(Nc1ccc(-n2nc(C)cc2)cc1)NC1CCC(C(=O)[O-])CC1,-6.5748901
ZINC000010594641,S(=O)(=O)(NCc1n(C2CCCCC2)nnn1)c1ccccc1,-6.5748768
ZINC000408594877,O=C([O-])CN1C(=O)C(=Cc2c(C)n(c(C)c2)-c2ccccc2)NC1=O,-6.5748329
ZINC000257344778,O=C([O-])COc1ccc(CN2C(c3[nH+]cc(C)[nH]3)COCC2)cc1,-6.5746541
ZINC000006661214,O(CC)c1c(OC)ccc(-c2nn(Cc3nnn[n-]3)nn2)c1,-6.5746522
ZINC000237639119,O=C([O-])CC(NC(=O)C1C(c2c(C)cccc2)C1)c1ccccc1,-6.5745869
ZINC000901784908,Clc1c2ncccc2c(NC(=O)C2CC(CCC(=O)[O-])OC2)cc1,-6.5744944
ZINC000238206284,S(=O)(=O)(NCc1sccc1)c1c2c(cc(C(=O)[O-])c1)CCC2,-6.5744801
ZINC000020463249,O=C(Nc1nn2C(=O)CC(c3ccccc3)=Nc2n1)c1cnccc1,-6.5744686
ZINC000096306687,O=C([O-])Cn1c(Nc2c(C)cccc2C)nc2N(C)C(=O)NC(=O)c12,-6.5743957
