ZincID,Smiles,S
ZINC000097475402,S(CCc1nn(CC(=O)[O-])c(-c2nc(SC)sc2)n1)C,-7.076
ZINC000195551829,O=C([O-])C(NC(=O)c1c(C)n(c(C)c1)-c1noc(C)c1)CCC,-7.076
ZINC000220382738,Clc1[nH]c(CCC(=O)NC2C(OCC(=O)[O-])CCOC2)nn1,-7.076
ZINC000534646503,O=C([O-])C(NC(=O)c1c(C)n(C)cc1)Cc1ccc(O)cc1,-7.076
ZINC000097463479,O=C([O-])Cn1c(COCC2OCCCC2)nc(-c2oc(C)cc2)n1,-7.076
ZINC000000543784,O=C(NC(C(=O)[O-])C(CC)C)Nc1c(OC)cc(OC)cc1,-7.076
ZINC000095425104,O=C([O-])C(NC(=O)Cc1c(C)n(-c2ccccc2)nc1C)CC,-7.075
ZINC000004622843,S(=O)(=O)([O-])c1n(CCOc2c(F)cccc2)c2c(n1)cccc2,-7.075
ZINC000584906345,O=C([O-])CNC(=O)C1CCC(CN2C(=O)c3c(N=N2)cccc3)CC1,-7.075
ZINC000007342226,S(C(C(=O)[O-])=Cc1ccc(OC)cc1)c1[nH]c(CCC)nn1,-7.075
ZINC000100856818,O=C([O-])c1cc(N2C(=O)C(Nc3c(OC)cccc3)CC2=O)ccc1,-7.075
ZINC000095500799,Clc1ccc(CCCC(=O)NC(C(=O)[O-])c2c(C)[nH]nc2C)cc1,-7.075
ZINC000089905431,O=C([O-])C(NC(=O)Cc1n[nH]c2c1cccc2)(C)c1ccccc1,-7.075
ZINC000025326912,O=[N+]([O-])c1cc(C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)[O-])ccc1,-7.075
ZINC000003856196,O=C([O-])CC(NC(=O)c1ccc(C)cc1)c1cc2OCOc2cc1,-7.075
ZINC000871934487,S(=O)(=O)(N1CC=CCC1)c1cc(F)c(OCCCC(=O)[O-])cc1,-7.075
ZINC000390834865,O=[N+]([O-])c1c(N=NC(C(C(CC(=O)[O-])C)C)C)ccc([N+](=O)[O-])c1,-7.075
ZINC000072476390,O=C(Cc1cn(C)cc1)N1CCC(Oc2ccccc2)(C(=O)[O-])CC1,-7.075
ZINC000256046903,Clc1c(-n2nc(C(=O)[O-])c(N3CCCCCC3)n2)cccc1,-7.075
ZINC000067841744,O=C([O-])C(NC(=O)CCc1ccc(OCC)cc1)c1c(C)[nH]nc1C,-7.075
ZINC000089755620,O=C(Nc1c(C(=O)[O-])cc2c(c1)cccc2)CCc1cn(C)nc1,-7.075
ZINC000225318597,Fc1ccc(CN(C(=O)c2cc(OC)c(OC)cc2)CC(=O)[O-])cc1,-7.075
ZINC000000203471,O=C([O-])CC(NC(=O)C1CCCCC1)c1cc(OC)c(OCC)cc1,-7.075
ZINC000585285866,O=C([O-])CC1C(Oc2cnccc2)CC[NH+](Cc2noc(C)c2)C1,-7.075
ZINC000096130253,O=C(C)N1CC2(C(=O)[O-])C(C1)CN(c1ncnc3oc(CC)nc13)C2,-7.074
ZINC000237833532,O=C(N1CC(C(=O)[O-])OCC1)c1c(C)n(-c2ccccc2)nc1C,-7.074
ZINC000262487757,O=C([O-])c1cc(OC)c(OC)c(NC(=O)c2n[nH]c(CC)c2)c1,-7.074
ZINC000095522581,O=C(Cc1cc2OCOc2cc1)N1C(C(=O)[O-])Cc2[nH]cnc2C1,-7.074
ZINC000072448462,O=C([O-])C1(Oc2cc(C)ccc2)CCN(C(=O)C2C3(C2)CCC3)CC1,-7.074
ZINC000256048807,Clc1ccc(-n2nc(C(=O)[O-])c(N3CC[NH+](CC)CC3)n2)cc1,-7.074
ZINC000095386661,O=C([O-])C([NH+](Cc1nc(CC)on1)C)c1ccc(C(C#N)(C)C)cc1,-7.074
ZINC000217413482,S(=O)(=O)(NCCC)c1c(NCc2ccccc2)ccc(C(=O)[O-])c1,-7.074
ZINC001772706220,O=C([O-])CN(C(=O)CCc1cc(OC)c(C)cc1)Cc1[nH]c(C)[nH+]c1,-7.074
ZINC000001601793,O=C(OCc1ccccc1)NC(C(=O)OCC)CCC(=O)[O-],-7.074
ZINC000006588230,S(C(C(=O)[O-])=Cc1cc(OC)c(O)c(OC)c1)c1[nH]c(C)nn1,-7.074
ZINC000585138050,O=C([O-])CN1C(=O)C(NC(=O)c2ccc(N)cc2)CCCC1,-7.074
ZINC000218167122,O=C([O-])CC1(CNC(=O)CCc2onc(O)c2)CCCCC1,-7.074
ZINC000670464097,O=C(N(CCC)Cc1cc(OC)ccc1)NC1(C(=O)[O-])CCCC1,-7.074
ZINC000256049032,O=C([O-])c1c(N2C(CC)CCCC2)nn(-c2cc(OC)ccc2)n1,-7.074
ZINC000004862861,O=C([O-])CCCNC(=O)CCNC(=O)c1ccc(OCCC)cc1,-7.074
ZINC000038928899,O=C(Nc1ccc(C(=O)NC(C)C)cc1)Cc1c(C(=O)[O-])cccc1,-7.074
ZINC000005249238,O=C(Nc1ccc(OC)cc1)C(CC(=O)[O-])C1OCCC1,-7.074
ZINC000049864821,Clc1c(C)cc(OCC(=O)N2CC(C(=O)[O-])OCC2)cc1,-7.074
ZINC000064588725,O=C(Nc1c(C(=O)[O-])cc(N(CCCC)C)cc1)CCC,-7.074
ZINC000006556974,O=C(Nc1c(OC)cccc1)C(Cc1cc(C)ccc1)c1nnn[n-]1,-7.073
ZINC000237224997,O=C([O-])CCN(C(=O)C1CN(C(=O)C1)C1CCCCCC1)C,-7.073
ZINC000225102673,O=C([O-])C(Oc1cc(C)c(C)cc1)Cc1ccc(OC)cc1,-7.073
ZINC000000104062,O=[N+]([O-])c1cc(C(NC(=O)Cc2ccccc2)CC(=O)[O-])ccc1,-7.073
ZINC000034189869,O=C([O-])CCCC=C1CC2C(C#CC3(O)CCCCC3)C(O)CC2C1,-7.073
ZINC000004937107,O=C([O-])C(NC(=O)c1c(OC)cccc1)=Cc1cc2OCOc2cc1,-7.073
ZINC000082121405,O=C(C)N1C(C(=O)[O-])CC2(C1)CC[NH+](Cc1cc(C)cc(C)c1)CC2,-7.073
ZINC000095969867,O=C([O-])CCN(C(=O)c1oc2c(C)cccc2c1)CC1CC1,-7.073
ZINC000236636371,O=C([O-])CC1OCCN(C(=O)CCc2ccc(C(C)C)cc2)C1,-7.073
ZINC000426429024,O=C([O-])Cn1nc(C2CN(C(=O)CCc3ccncc3)CCC2)cc1,-7.073
ZINC000328991197,O=[N+]([O-])c1c(CNc2nc(NCC(=O)[O-])nc(C3CC3)c2)cccc1,-7.073
ZINC000071751201,O=C([O-])C1CN(Cc2n(C)cc[nH+]2)CC(C(=O)N2CCOCC2)C1,-7.073
ZINC000006704755,O=C([O-])C1C(C(=O)NCc2ccc(N3C(=O)CCC3)cc2)CC=CC1,-7.073
ZINC000073754364,O=C(Nc1c(C)cccc1)C(C#N)=Cc1cc(OCC(=O)[O-])ccc1,-7.073
ZINC000328595027,O=C(C=Cc1cc(OC)c(OCCC)cc1)N1C(C(=O)[O-])COCC1,-7.073
ZINC000095463907,O=C([O-])c1cc(NC(=O)c2nn(C3CCCC3)cc2)c(C)cc1,-7.073
ZINC000238097312,Clc1ccc(-c2[nH]nc(C(=O)N3CC(C(=O)[O-])CC3)c2)cc1,-7.073
ZINC000009037607,O=C(NCCCC)C(=O)Nc1n(C2=NC(=O)C=C(CC)N2)nc(C)c1,-7.073
ZINC000002381563,O=[N+]([O-])c1cc(C(NC(=O)OC(C)(C)C)CC(=O)[O-])ccc1,-7.073
ZINC000089905423,O=C([O-])C(NC(=O)C1CN(CC2CC2)C(=O)C1)(C)c1ccccc1,-7.073
ZINC000004530275,O=C([O-])C(NC(=O)C(O)C(O)C(O)C(O)CO)Cc1ccccc1,-7.073
ZINC000097231196,O=C(NC(CC(=O)[O-])c1c(C)cccc1)C(C)c1c(C)onc1C,-7.073
ZINC000263400888,O=C([O-])C1N(C(=O)C2Cc3n(C)ncc3CC2)C2C(C1)CCCC2,-7.073
ZINC000074938227,S(CNC(=O)OCC=C)CC(NC(=O)OC(C)(C)C)C(=O)[O-],-7.073
ZINC000006520728,Fc1ccc(NC(=O)C(Cc2ccc(OC)cc2)c2nnn[n-]2)cc1,-7.073
ZINC000263216301,O=C(N1C(C)CCC(C(=O)[O-])C1)c1nccc(-n2nccc2)c1,-7.072
ZINC000012481363,O=C([O-])CCC(=O)N(CCc1ccccc1)C1CC[NH+](C)CC1,-7.072
ZINC000006589164,O=C([O-])c1c(NC(=O)c2c(OC)cc(OC)cc2)cc2OCOc2c1,-7.072
ZINC000034926457,O=C([O-])CN(CC(=O)NCc1occc1)c1ccc(OC)cc1,-7.072
ZINC000269023277,O=C(N1CC(C(=O)[O-])(C)CC1)c1ccc(OCCOC)cc1,-7.072
ZINC000097527967,Fc1ccc(C[NH+]2CC(C(=O)[O-])CN(C(=O)c3[nH]ccc3)CC2)cc1,-7.072
ZINC000223830578,Fc1cc2nc(COCC(=O)NC(C(C)C)CC(=O)[O-])[nH]c2cc1,-7.072
ZINC000952876285,O=C([O-])C(NC(=O)CCC1(CCC#C)N=N1)c1nn(C)cc1,-7.072
ZINC000095367022,O=C(N1CCC2(N(C)C(=O)CC2C(=O)[O-])CC1)c1n(CC)nc(C)c1,-7.072
ZINC000263259538,Clc1ccc(C2C(C(=O)[O-])CN(C(=O)C3C4(C3)CC4)C2)cc1,-7.072
ZINC000004714445,O=C(Nc1ccccc1)C(CC(=O)[O-])Cc1ccc(C)cc1,-7.072
ZINC000000582012,S(=O)([O-])(=Nc1cc(C)ccc1)c1c(C)ccc(C(=O)NC(C)C)c1,-7.072
ZINC000426667416,O=C([O-])c1nc(-c2ccc(C(=O)N(CCOC)CC)cc2)cnc1,-7.072
ZINC000681943119,O=C([O-])CN(C(=O)C)CC1OCCN(C(=O)C2OCCC2)C1,-7.072
ZINC000262166097,O=C([O-])CCC1N(C(=O)CCc2ncsc2)CCCC1,-7.072
ZINC000002841165,O=C(OCC)c1ccc(NC(=O)C2C(C(=O)[O-])(C)CC=CC2)cc1,-7.072
ZINC000013774164,O=C1N(CCC2=CCCCC2)C(=O)[N-]C(=O)C1=Cc1oc(C)cc1,-7.071
ZINC000069493020,O=C([O-])C1C(N(Cc2c(C)n(C)nc2C)C(=O)CC1)c1cnccc1,-7.071
ZINC000269038025,O=C(N1CC(C(=O)[O-])(C)CC1)c1ccc(N2C(=O)NCC2)cc1,-7.071
ZINC000362804028,O=C([O-])CC1OCCN(C(=O)c2ccc(-n3ncnc3)cc2)C1,-7.071
ZINC000236974109,O=C([O-])C(NC(=O)C1OCCN(Cc2ccccc2)C1)C(CC)C,-7.071
ZINC000195552035,O=C([O-])C(CN(C(=O)c1ccc(-n2nccc2)cc1)C1CC1)C,-7.071
ZINC000263421281,Fc1ccc(NC(=O)NC2CN(C(=O)NCCC(=O)[O-])CC2)cc1,-7.071
ZINC000096135765,O=C([O-])C(C)(C)c1c(N2CCOCC2)nc(NC2C[NH+](C)CC2)nc1,-7.071
ZINC000049548575,O=C(NCCn1c(C)ccn1)C(=O)Nc1c(C)ccc(C(=O)[O-])c1,-7.071
ZINC000000414670,S(=O)([O-])(=Nc1c2[nH+]cccc2ccc1)c1ccc(C(=O)OC)cc1,-7.071
ZINC000085397404,O=C([O-])Cc1c(-c2cc(C)c(OC)cc2)nc(NC(=O)CC)s1,-7.071
ZINC000004784843,O=C([O-])CC(CC(=O)NCc1cc2OCOc2cc1)C,-7.071
ZINC000263399637,O=C(CNC(=O)c1ccc(OCC)cc1)N1C(C(=O)[O-])CCC1,-7.071
ZINC000237181984,Fc1c(-n2nc(C(=O)N(CC(=O)[O-])C)c3c2CCC3)ccc(C)c1,-7.071
ZINC000013187486,Clc1ccc(CC(=O)NC(CC(=O)[O-])c2ccc(OC)cc2)cc1,-7.071
ZINC000052410981,S(=O)([O-])(=Nc1cc(OCC=C)ccc1)c1c([N+](=O)[O-])cccc1,-7.070
ZINC000072157649,O=C(Nc1ccccc1)N1CC(Cc2cc(C(=O)[O-])ccc2)CC1,-7.070
ZINC000069699995,O=C([O-])C1C(N(CC2OCCC2)C(=O)C1)c1c(OC)ccc(OC)c1,-7.070
ZINC000067886106,O=C([O-])C(NC(=O)CCc1cc2OCOc2cc1)c1c(C)[nH]nc1C,-7.070
ZINC000004721422,O=C([O-])CC1C(C(=O)OC)(C)CCc2c1ccc1c2CCCC1,-7.070
ZINC000952876472,O=C([O-])CC1(NC(=O)CCC2(CCC#C)N=N2)COCCC1,-7.070
ZINC000299789353,O=C(N1CC2(C(=O)[O-])C(C1)CC(c1ccccc1)CC2)c1[nH]cnn1,-7.070
ZINC000072275757,O=C([O-])C1C(N(Cc2cc(COC)ccc2)C(=O)C1)c1cn(C)nc1,-7.070
ZINC000179990384,O=C(N)CCN(C(=O)C1CC(C(=O)[O-])CCC1)c1cc(C)ccc1,-7.070
ZINC000077505943,O=C([O-])c1c(N2CC(O)(C[NH+]3CCCCC3)CC2)nc2c(c1)CCC2,-7.070
ZINC000408631426,S(C(C(=O)[O-])=CC1C(=O)NC(=O)NC1=O)c1[nH]c(CCC)nn1,-7.070
ZINC000095400108,O=C(CN1C(=O)c2c(C(C)=N1)cccc2)N1C(C(=O)[O-])CCCC1,-7.070
ZINC000000574632,O=C([O-])C1C(C(=O)NCCc2cc(OC)c(OC)cc2)CC=CC1,-7.070
ZINC000000524480,O=C([O-])C(CC(=O)Nc1ccc(OCC)cc1)Cc1ccccc1,-7.069
ZINC000071794776,O=C(Nc1c(C)cc(C(=O)OC)cc1)CC1(C(=O)[O-])CCCC1,-7.069
ZINC000089632199,O=C([O-])C(CNC(=O)C(NC(=O)C)C)Cc1ccc(C)cc1,-7.069
ZINC000225961724,O=C(NCc1ccccc1)CN1C(=O)C(C(=O)[O-])=CC(C)=N1,-7.069
ZINC000089774494,O=C([O-])c1cc(CNC(=O)C2CN(CC3CC3)C(=O)C2)ccc1,-7.069
ZINC000012396327,O=C(NC1CCCC1)Cn1nc(C)c2c(C(=O)[O-])cc(C3CC3)nc12,-7.069
ZINC000215140957,O=C([O-])COc1ccc(C[NH+]2CC(N3CC[NH+](C)CC3)CC2)cc1,-7.069
ZINC000091872693,O=C(N(Cc1nc(C)on1)C)C=1C(=O)N=C(c2ccc(C)cc2)NC=1,-7.069
ZINC000005138128,O=C([O-])C(NC(=O)N1CCC(Cc2ccccc2)CC1)C(CC)C,-7.069
ZINC000097045112,O=C([O-])CCC1CN(C(=O)c2n[nH]c(CC(C)C)c2)CCC1,-7.069
ZINC000217422014,S(=O)(=O)(NCCCC)c1c(NC(CCC)C)ccc(C(=O)[O-])c1,-7.069
ZINC000095508896,Fc1cc(C(NC(=O)CCC[NH+]2CCCCC2)C(=O)[O-])ccc1,-7.069
ZINC000000116759,Fc1c(C(=O)NC(CC(=O)[O-])c2cc(OC)c(OC)cc2)cccc1,-7.069
ZINC000100272067,O=C([O-])c1cc(NC(=O)C2SC(=[NH+]C)N(C)C(=O)C2)ccc1,-7.069
ZINC000263539416,Clc1c(NCC(O)(C(=O)[O-])C)ncc(C(=O)N2CCCCC2)c1,-7.069
ZINC000039927562,O=C(OC(C)(C)C)NC1(C(=O)[O-])CC(OCc2ccccc2)CC1,-7.068
ZINC000091966230,O=C([O-])C1C(c2cc(OC)ccc2)CN(C(=O)C2CCOCC2)C1,-7.068
ZINC000072428240,O=C(C[NH+]1CCCC1)N1CCC(C(=O)[O-])(n2nc(C(C)C)cc2)CC1,-7.068
ZINC000095031163,O=C([O-])CCC1CN(C(=O)CC2OCCCC2)CCC1,-7.068
ZINC000408513240,O=C([O-])CCN(C(=O)c1cc(OC)cc(OC)c1)C1CCOCC1,-7.068
ZINC000031976103,O=C([O-])Cc1c(-c2ccc(CC)cc2)nc(NC(=O)CC)s1,-7.068
ZINC000225587585,S(=O)(=O)(NCc1[nH]ccc1)c1cc(C(=O)[O-])c(OCC)cc1,-7.068
ZINC000426523738,O=C([O-])c1cc(OC)cc(C(=O)NCC2C[NH+](C)CCOC2)c1,-7.068
ZINC001704340894,O=C([O-])CCC1CCN(c2nc(N3CCCC3)[nH+]c(CC)c2)CC1,-7.068
ZINC000585135065,O=C(NCC(CC(=O)[O-])CC(C)C)C(Cc1[nH]cnc1)C,-7.068
ZINC000504522838,O=[N+]([O-])c1ccc(C(OC2OCCCC2)c2c(C(=O)[O-])con2)cc1,-7.068
ZINC000012998747,P(=O)([O-])([O-])C([NH2+]CCc1cc(F)ccc1)c1cc(C#N)ccc1,-7.068
ZINC000001678263,O=C(OCc1ccccc1)NCC(=O)NCC(=O)NC(C(=O)[O-])C,-7.068
ZINC000072403914,O=C([O-])C1C(C)(C)C1C(=O)NCCCN1CC[NH+](C)CC1,-7.068
ZINC000237729273,O=C([O-])C1(C)CN(C(=O)C2CN(Cc3ccc(C)cc3)C(=O)C2)CC1,-7.068
ZINC000034926512,O=C([O-])CN(CC(=O)NCCC1=CCCCC1)c1ccccc1,-7.068
ZINC000181901753,Clc1c(F)cc(C(NC(=O)c2noc(C3CC3)c2)C(=O)[O-])cc1,-7.068
ZINC000244659479,O=C([O-])C1(Oc2cc(C)ccc2)CC[NH+](CC2CCC([NH3+])CC2)CC1,-7.068
ZINC000091548145,O=C(NCc1ccccc1)N1CC(C(=O)[O-])(CCCOC)CCC1,-7.068
ZINC000263370809,O=C(Cn1nnc(C(=O)[O-])c1)N1C(c2oc(CC)cc2)CC(C)CC1,-7.068
ZINC000534667440,O=C([O-])CN1C(=O)C(C)N(Cc2n(C)c(C)c(C)[nH+]2)CC1,-7.068
ZINC000016899491,S(CC(NC(=O)C)C(=O)[O-])C1C(=O)N(c2ccccc2)C(=O)C1,-7.068
ZINC000006357324,O=C(OC(C)(C)C)NC(C(=O)[O-])Cc1nc2c(nc1)cccc2,-7.068
ZINC000096480150,O=C(N1C(C(=O)[O-])c2c(cccc2)CC1)c1nc(C(C)C)sc1,-7.068
ZINC000000418765,O=C(Nc1c(C)cccc1)C(Cc1cc(OC)ccc1)c1nnn[n-]1,-7.068
ZINC000218404242,O=C([O-])C(NC(=O)CCc1cc2NC(=O)C(=O)N(C)c2cc1)C(C)C,-7.068
ZINC000000418769,Fc1c(NC(=O)C(Cc2cc(OC)ccc2)c2nnn[n-]2)cccc1,-7.068
ZINC000000116256,Fc1ccc(C(=O)NC(CC(=O)[O-])c2ccc(OCC)cc2)cc1,-7.068
ZINC000006907222,O=C([O-])C(NC(=O)C(C)N1C(=O)Nc2c(C1=O)cccc2)C(C)C,-7.068
ZINC000072157217,O=C([O-])C1C[NH+](C2CCOCC2)CC(C(=O)NCc2ncccc2)C1,-7.068
ZINC000178143868,Clc1c(C(=O)N(CC(=O)[O-])CCc2ccccc2)cccc1,-7.067
ZINC000096132615,O=C([O-])C12C(C[NH+](C3CCCCC3)C1)CN(Cc1n(C)c(C)nn1)C2,-7.067
ZINC000004685905,O=[N+]([O-])c1cc(C(NC(=O)Nc2ccccc2)CC(=O)[O-])ccc1,-7.067
ZINC000299744176,O=C(CN1C(=O)Nc2c(C1=O)cccc2)N1CC(C(=O)[O-])(C)CC1,-7.067
ZINC000426727513,O=C([O-])C(NC(=O)N1CC(CC)(CC)OCC1)c1cc(C)ccc1,-7.067
ZINC000000574196,S(C(C(=O)[O-])=Cc1cc([N+](=O)[O-])c(C)cc1)c1[nH]c(C)nn1,-7.067
ZINC000657144423,S(=O)(=O)(NC1C(C)(C)C(CCC(=O)[O-])C1)N1CCOCCC1,-7.067
ZINC000001615669,S(CCC(NC(=O)c1nc2c(nc1)cccc2)C(=O)[O-])CC,-7.067
ZINC000097568918,O=C([O-])c1cc(OC)cc(C(=O)NCC[NH+]2CCC(CO)CC2)c1,-7.067
ZINC000299774578,O=C([O-])CC1C(c2[nH]nnc2)C[NH+](CC=Cc2c(OC)cccc2)C1,-7.067
ZINC000299744040,O=C([O-])C(NC(=O)CN1C(=O)C(C)(C2CC2)NC1=O)CC(C)C,-7.067
ZINC000016161439,O=C([O-])C(N=CCC(=O)c1ccc(CC)cc1)Cc1ccccc1,-7.067
ZINC000268933252,O=C([O-])COc1c(OCC)cc(C(=O)N2C3C(OCC2)CCC3)cc1,-7.067
ZINC000077503571,O=C([O-])c1nn(CCC)c2c1CC([NH2+]CCN1C(=O)CCC1)CC2,-7.067
ZINC000095361326,O=C([O-])C([NH+](CCc1cn(C)nc1)C)c1c(OC)cc(C)cc1OC,-7.067
ZINC000263144161,O=C(N1C(C(=O)[O-])C2C(C1)CCC2)c1c(C)nc(-c2ccccc2)o1,-7.067
ZINC000013224197,O=C([O-])CC(NC(=O)COc1c(C)cccc1)c1ccccc1,-7.067
ZINC000299749759,O=C([O-])CCN(C(=O)Cc1cc(OC)ccc1)C1CCOCC1,-7.067
ZINC000257313767,Fc1c(-c2[nH]nc(C(=O)N3CC(C(=O)[O-])CC3)c2)cccc1,-7.067
ZINC000001713723,S(=O)(=O)(N(CC(=O)[O-])Cc1cc(OC)ccc1)c1ccc(C)cc1,-7.067
ZINC000095989879,O=C([O-])C(CNC(=O)C(CCC)C)Cc1c(OC)cccc1,-7.067
ZINC000025612171,O=C1N(N=C([O-])c2c(C)c3c(o2)c2c(cc3)cccc2)CC(=O)N1,-7.067
ZINC000067739944,O=C([O-])c1nn(CC)c2c1CC(N(Cc1n(C)cc[nH+]1)C)CC2,-7.066
ZINC000050921343,O=C([O-])CCC1N(C(=O)CCCc2sccc2)CCCC1,-7.066
ZINC000257372279,O=C([O-])C1N(Cc2n(C)cc[nH+]2)CCN(c2nc(CC)on2)C1,-7.066
ZINC000426518004,O=C([O-])c1cc(OC)cc(C(=O)NC2CC3(OC2)CCCCC3)c1,-7.066
ZINC000091445205,O=C(NC1CCCCCC1)CC[NH+]1CC(C(=O)[O-])C(C2CC2)C1,-7.066
ZINC000000099596,O=[N+]([O-])c1cc(C(=O)NC(CC(=O)[O-])c2ccc(OC)cc2)ccc1,-7.066
ZINC000002452455,O=C(OCCOc1ccccc1)C(NCc1ccccc1)CC(=O)[O-],-7.066
ZINC000012817576,S(CCC(=O)[O-])CCC(=O)Nc1ccc(N2C(=O)CCC2)cc1,-7.066
ZINC000262765637,O=C([O-])CC1OCCN(C(=O)c2ccc(N3C(=O)NCC3)cc2)C1,-7.066
ZINC000225323683,O=C([O-])C1CN(Cc2[nH+]cc[nH]2)CCN(c2ncnc(N)c2)C1,-7.066
ZINC000299799820,O=C([O-])CC1C(c2nnn(C)c2)C[NH+](Cc2c(C)nn(CCO)c2)C1,-7.066
ZINC000231918709,O=C([O-])CN(CC(=O)NCC1C2C=CC(C1)C2)c1ccccc1,-7.066
ZINC000225155963,S(=O)(=O)(N(C(C(=O)[O-])Cc1cc(C)c(C)cc1)C)c1ccccc1,-7.066
ZINC000236636472,O=C(CCc1ccc(C(=O)[O-])cc1)N1CC(OCC(C)C)CC1,-7.066
ZINC000253433565,O=C([O-])c1oc(C(=O)N2C(C=Cc3ccccc3)CCC2)cc1,-7.066
ZINC000072287045,Clc1c(C(NC(=O)C2=NN(CC)C(=O)C=C2)CC(=O)[O-])cccc1,-7.065
ZINC000299772262,O=C([O-])CC1C(c2[nH]nnc2)C[NH+](CCCn2c(C)[nH+]cc2)C1,-7.065
ZINC000001582758,O=C([O-])CC(c1c(OC)cc2OCOc2c1)c1cc2OCOc2cc1,-7.065
ZINC000067741828,O=C([O-])c1nn(CCC)c2c1CC([NH+](Cc1oncc1)C)CC2,-7.065
ZINC000067965058,O=C([O-])Cc1n[nH]c(C2CCN(C(=O)Cc3ncccn3)CC2)c1,-7.065
ZINC000269082878,O=C([O-])C(N(C(=O)C1OCCN(Cc2ccccc2)C1)C)C,-7.065
ZINC000034926892,S=C1SC(CC(=O)Nc2c(C)ccc(C(=O)[O-])c2)C(=O)N1,-7.065
ZINC000000080835,O=C(OCc1ccccc1)NC(C(=O)[O-])Cc1c2c([nH]c1)cccc2,-7.065
ZINC000225215879,S=C(NC(CC(=O)[O-])c1cc(OC)ccc1)Nc1nc(C)ccn1,-7.065
ZINC000004228273,P(=O)(OCC1C(O)C(O)C([n+]2cc(C(=O)N)ccc2)O1)([O-])[O-],-7.065
ZINC000268953842,S(=O)(=O)(NC)c1c(OC)ccc(C(=O)N(CC(=O)[O-])C2CC2)c1,-7.065
ZINC000097784963,O=C([O-])c1c(C[NH+](CC2CC[NH+](C)CC2)C)c(OC)cc(OC)c1,-7.065
ZINC000299748154,O=C([O-])C1C(C(=O)NCc2cc(COC3CCOCC3)ccc2)C1,-7.065
ZINC000072400540,O=C(NCCNC(=O)C1C(C)(C)C1C(=O)[O-])Nc1ccccc1,-7.064
ZINC000244796106,O=C([O-])c1nn(CC)c2c1CC([NH2+]C1CCC(O)CC1)CC2,-7.064
ZINC000002783374,O=C(NC1C(=O)N2C(C(=O)[O-])=C(C)CSC12)c1n(C)nc(C)c1,-7.064
ZINC000426712763,O=C([O-])c1cc(OC)cc(C(=O)NC(Cc2nccnc2)C)c1,-7.064
ZINC000012276979,O=C([O-])Cn1c(Nc2ccccc2)nc2N(C)C(=O)N(C)C(=O)c12,-7.064
ZINC000096138666,O=C(Cc1cc2nc(C)[nH]c2cc1)N1C(C(=O)[O-])Cc2[nH]cnc2C1,-7.064
ZINC000097713490,O=C([O-])Cn1c(C2c3n(nnn3)CCCC2)nc(-c2oc(C)cc2)n1,-7.064
ZINC000046053507,O=C(OCC)CN(C)c1c(C(=O)[O-])cc(NC(=O)CC)cc1,-7.064
ZINC000064872788,Clc1cc(C)c(OCC(=O)NC(C(=O)[O-])Cc2ccccc2)cc1,-7.064
ZINC000000202807,O=C([O-])C([NH2+]Cc1occc1)CC(=O)Nc1c(CC)cccc1,-7.064
ZINC000237129155,O=C([O-])CN(C(=O)C1C[NH+](Cc2ccccc2)CCC1)CC[NH+](C)C,-7.064
ZINC000299801274,O=C([O-])CC1C(c2nnn(C)c2)CN(C(=O)c2n[nH]c(C3CC3)c2)C1,-7.064
ZINC000100165670,O=C([O-])CCNC1=C(C(=O)CC)C(=O)CC(c2ccccc2)C1,-7.064
ZINC000072456872,O=C([O-])C1(n2nc(C(C)C)cc2)CCN(c2nc(N)[nH+]c(C)c2)CC1,-7.064
ZINC000032124440,O=C([O-])C(Nc1nc(C)cc(C)n1)Cc1c2c([nH]c1)cccc2,-7.064
ZINC000237993277,O=C([O-])CCC1N(C(=O)c2n[nH]c(C3CC3)c2)CCCC1,-7.064
ZINC000072401513,O=C([O-])C1C(C)(C)C1C(=O)NCc1onc(-c2ccncc2)n1,-7.064
ZINC000001750414,O=C([O-])C(NC(=O)C(Oc1cc2OC(=O)C=C(C)c2cc1)C)CCC,-7.064
ZINC000262423130,O=C(Cn1nc(-c2ccccc2)nn1)N1C(C(=O)[O-])COCC1,-7.064
ZINC000065246983,S(=O)([O-])(=Nc1c(C)cc(C)cc1)c1cn2C(C)=NN(C)C(=O)c2c1,-7.064
ZINC000012648637,O=C(OC(C)(C)C)N(CC(C(=O)[O-])Cc1cc(OC)ccc1)C,-7.064
ZINC000000345710,O=C([O-])C(NC(=O)c1ccc(OCC)cc1)Cc1ccccc1,-7.064
ZINC000017071896,O=C([O-])C1C(C(=O)N2CC[NH+](CCc3ccccc3)CC2)CCCC1,-7.064
ZINC000012997500,P(=O)([O-])([O-])C([NH2+]Cc1c(OC)cccc1)c1ccc(C#N)cc1,-7.064
ZINC000091894074,O=C(N1CC(C(=O)[O-])C(c2cc(OC)ccc2)C1)c1cnc(N)cc1,-7.063
ZINC000013086781,O=C(NCc1ccc(C)cc1)COc1c(C(=O)[O-])cc(OC)cc1,-7.063
ZINC000002399844,S(CCC(NC(=O)Nc1ccc(CCCC)cc1)C(=O)[O-])C,-7.063
ZINC000001581554,O=C([O-])COc1c(Cc2ccc(OC)cc2)cc2OCOc2c1,-7.063
