ZincID,Smiles,S
ZINC000097212279,O=C([O-])CC(NC(=O)c1c(C)n(CC)c(C)c1)c1ccccc1,-6.876
ZINC000064875739,O=C([O-])CCCCCN1C(=O)C(CC(C)C)(C)CC1=O,-6.876
ZINC000001676297,S(=O)(=O)(NC(C(=O)[O-])CCC(=O)[O-])c1ccc([N+](=O)[O-])cc1,-6.876
ZINC000004716033,S(=O)(=O)(NC(CC(=O)[O-])c1occc1)c1ccc([N+](=O)[O-])cc1,-6.876
ZINC000091906905,O=C(Cc1c(C)onc1C)N1CC(C(=O)[O-])(CCOC)CCC1,-6.876
ZINC000000608921,O=C(OCC)c1ccc(NC(=O)C2C(C(=O)[O-])(C)CC=CC2)cc1,-6.876
ZINC000534666221,O=C([O-])c1n(CC)ncc1-c1ccc(C(C)[NH+]2CCOCC2)cc1,-6.876
ZINC000069415298,O=C([O-])CC[NH+]1CCN(c2scc(-c3sccc3)n2)CC1,-6.876
ZINC000023424171,O=C([O-])C1C2C(=O)N(CC=C(CCC=C(C)C)C)CC32OC1C=C3,-6.876
ZINC000097117823,O=C([O-])c1c(C[NH+](CCc2cn(C)nc2)C)c(OC)cc(OC)c1,-6.876
ZINC000062716465,S(C)C1N(CC(C)C)C(=O)C(CC(=O)[O-])=C1C(=O)c1ncccc1,-6.876
ZINC000035397421,S(=O)([O-])(=Nc1cc(C(=O)[O-])c(N2CCCCCC2)[nH+]c1)CC,-6.876
ZINC000195552001,O=C([O-])C(CN(C(=O)CC1c2c(cccc2)CC1)C1CC1)C,-6.876
ZINC000299749544,O=C(C(C)n1nc(-c2ccccc2)nn1)N1C(C(=O)[O-])COCC1,-6.875
ZINC000268938810,O=C([O-])CC1OCCN(C(=O)CCCOc2cc(C)ccc2)C1,-6.875
ZINC000225111850,Clc1c(OC(C(=O)[O-])Cc2c(OC)cc(OC)cc2)cccc1,-6.875
ZINC000630273689,O=C([O-])C(NC(=O)C1CCCCCC1)CC1COCCC1,-6.875
ZINC000012357892,O=C([O-])CCn1nc(C(=O)N(CCC)CCC)cc1,-6.875
ZINC000065417862,S(=O)(=O)(NCCN1C(=O)CC(C(=O)[O-])C1)c1ccc(OC)cc1,-6.875
ZINC000072426011,O=C([O-])C1(Oc2c(OC)cccc2)CC[NH+](CC2C[NH2+]CCC2)CC1,-6.875
ZINC001506406982,O=C([O-])CN(C)c1ncc(C[NH+]2CC(C(=O)NCC)CC2)cn1,-6.875
ZINC000262562325,O=C([O-])C(NC(=O)c1c(C(C)C)onc1C)Cc1ccccc1,-6.875
ZINC000220473346,Fc1c(OC)cc(C(=O)NC2(CC(=O)[O-])CCCCC2)cc1,-6.875
ZINC000072150872,O=C([O-])CC1[NH+](Cc2ccc(OCc3ncccc3)cc2)CCOC1,-6.875
ZINC000091351007,O=C(N1CC(C(=O)[O-])(CCCOC)CCC1)c1cc(CC)sc1,-6.875
ZINC000072454299,O=C(CCc1onc(O)c1)N1CCC(Oc2c(OC)cccc2)CC1,-6.875
ZINC000261701741,O=C([O-])CCC1N(C(=O)c2ccc(-n3nnnc3)cc2)CCCC1,-6.875
ZINC000013224864,Fc1ccc(OCC(=O)NC(CC(=O)[O-])c2ccccc2)cc1,-6.875
ZINC000091656671,O=C([O-])C12C(C[NH+](CCOC)C1)CN(c1nc(CC)c(C)cn1)C2,-6.875
ZINC000256048609,O=C([O-])c1c(N(C)C2CCCCC2)nn(-c2ccc(OC)cc2)n1,-6.875
ZINC000072425797,O=C(C(C)n1c(C)[nH+]cc1)N1CCC(C(=O)[O-])(n2ncc(C)c2)CC1,-6.875
ZINC000040488455,O=C([O-])C1C(C(=O)NC(CCc2ccccc2)C)C2CCC1CC2,-6.875
ZINC000095523813,O=C([O-])C([NH+](Cc1n[nH]c(C2CC2)c1)C)c1c2OCCc2ccc1,-6.875
ZINC000007603672,S(C(C(=O)[O-])=Cc1cc(OC)c(O)c(OC)c1)c1oc(C)nn1,-6.875
ZINC000000337001,S(=O)(=O)(NC)c1c(Sc2c(C(=O)[O-])cccc2)cc(C)cc1,-6.875
ZINC000050922494,O=C([O-])CCC1CCN(C(=O)C(C)n2nccc2)CC1,-6.875
ZINC000062716340,S(C)C1N(CC)C(=O)C(CC(=O)[O-])=C1C(=O)c1ncccc1,-6.875
ZINC000237148342,O=C([O-])C(CNC(=O)C1CN(C)C(=O)C1)Cc1cc(C)ccc1,-6.875
ZINC000257306894,O=C([O-])COc1ccc(C[NH+]2C(c3nc(C)cnc3)CCC2)cc1,-6.875
ZINC000299772786,O=C([O-])C1=C(CC2CCCC2)N(CCOC)C(C)=CC1=O,-6.875
ZINC000013393189,O=C(NCc1cc(C(=O)[O-])c(OC)cc1)Cc1ccc(C)cc1,-6.875
ZINC000263083592,O=C([O-])c1nc(CCNC(=O)C2C3(c4c(cccc4)CC3)C2)sc1,-6.875
ZINC000012249739,S(C(C(=O)[O-])c1ccccc1)c1nc(N2CC[NH+](C)CC2)ccn1,-6.875
ZINC000237655697,Fc1ccc(-c2[nH]nc(C(=O)N3CC(C(=O)[O-])(C)CC3)c2)cc1,-6.875
ZINC000223100264,O=C([O-])CC(CC(=O)NCC1OCCC1)c1ccc(OC)cc1,-6.875
ZINC000035906082,O=C([O-])c1cc(Nc2c(C#N)c(NC(C)C)nc(N)n2)c(C)cc1,-6.875
ZINC000123081139,O=C([O-])Cn1nc(NC(=O)COC2CC(C)CCC2)cc1,-6.875
ZINC000256046181,O=C([O-])c1c(N2CCC(C)CC2)nn(-c2ccc(OC)cc2)n1,-6.875
ZINC000002246388,O=C(OCCc1ccccc1)C(CC(=O)[O-])N1CCOCC1,-6.875
ZINC000238027032,Fc1c(CCC(=O)N2C(C(=O)[O-])Cc3c(cccc3)C2)cccc1,-6.875
ZINC000003887868,O=[N+]([O-])c1c(N(C)C)ccc(C(=O)c2c(C(=O)[O-])cccc2)c1,-6.875
ZINC000725240442,O=C(OCC1c2c(-c3c1cccc3)cccc2)NC1C(C(=O)[O-])C1,-6.875
ZINC000004973477,O=C([O-])CCC(=O)NCc1n(CC)c2c(c1)cccc2,-6.875
ZINC000010319305,O(N=C([O-])CN1C(=O)c2c(N=N1)cccc2)Cc1ccccc1,-6.875
ZINC000009683207,O=C([O-])c1c2c(n(Cc3cnccc3)nc2)nc(-c2ccccc2)c1,-6.875
ZINC000002345079,O=C([O-])c1c(N2CCOCC2)ccc(NCc2c(OC)cccc2)c1,-6.875
ZINC000630266208,O=C([O-])C(CNC(=O)c1c(C)n(C)nc1C)C1CCCCC1,-6.875
ZINC000071286178,O=C(NC1CCCC1)c1ccc(NC(=O)C2C(C)(C)C2C(=O)[O-])cc1,-6.875
ZINC000124480711,O=C(N(CC(C)c1nnn[n-]1)C)Cc1c2c(c(CC)ccc2)[nH]c1,-6.875
ZINC000244724476,O=C([O-])C(C(=O)NC1(Cc2c(C)cccc2)CC1)C1CCCCC1,-6.875
ZINC000257240621,O=C([O-])CCC(=O)N1CC(c2nc3[nH]nc(N)c3cc2)CCC1,-6.875
ZINC000585136133,S(=O)([O-])(=NC(=O)C(COCc1ccccc1)(C)C)c1n[nH]nc1,-6.875
ZINC000072427032,Fc1cc(OC2(C(=O)[O-])CCN(C(=O)C3C4(C3)CCC4)CC2)ccc1,-6.875
ZINC000012958381,P(=O)(OC1C(O)C(n2c3ncnc(N)c3nc2)OC1CO)([O-])[O-],-6.875
ZINC000012322925,O=C([O-])C([NH+]1CCN(C(=O)OCC)CC1)c1c2c([nH]c1)cccc2,-6.875
ZINC000390834866,O=[N+]([O-])c1c(N=NC(C(C(CC(=O)[O-])C)C)C)ccc([N+](=O)[O-])c1,-6.875
ZINC000067588599,S(CC(=O)[O-])c1n(c(-c2n[nH]c(C3CC3)c2)nn1)-c1cnccc1,-6.875
ZINC000095357601,O=C([O-])c1c(N2CCC(C(O)Cc3ccccc3)CC2)ncnc1,-6.875
ZINC000096131675,O=C([O-])C(C)(C)c1c(N2CCOCC2)nc(N2CC[NH+](C)CC2)nc1,-6.875
ZINC000003889350,Clc1ccc(CCNC(=O)C2C(C(=O)[O-])CCCC2)cc1,-6.874
ZINC000005578538,S(=O)(=O)(N1CCOCC1)c1cc(OC)c(OC)c(C(=O)[O-])c1,-6.874
ZINC000000073696,S(=O)([O-])(=Nc1cc(C(=O)[O-])c(O)cc1)c1ccc(OCC)cc1,-6.874
ZINC000653496166,S(=O)(=O)(NC(C(=O)[O-])Cc1ccncc1)Cc1cc(C)c(C)cc1,-6.874
ZINC000952876163,O=C(CCC1(CCC#C)N=N1)N1C(C(=O)[O-])(C)CCC1,-6.874
ZINC000237930704,O=C([O-])CCC1N(C(=O)Cn2nnc(C3CC3)c2)CCCC1,-6.874
ZINC000585136575,O=C([O-])C#CC1CN(C(=O)N(Cc2ccccc2)C)CCC1,-6.874
ZINC000062716217,Clc1c(C(=O)C2C(=CC(=O)[O-])C(=O)N(C)C2SC)cccc1,-6.874
ZINC000013392983,O=C(NCc1cc(C(=O)[O-])c(OC)cc1)COc1c(C)cccc1,-6.874
ZINC000262908534,S(=O)(=O)(CC)c1ccc(C(=O)N2CC(C(=O)[O-])OCC2)cc1,-6.874
ZINC000299747664,O=C([O-])CCN(C(=O)c1c(OC)c(OC)ccc1)CC1OCCC1,-6.874
ZINC000095463984,O=C([O-])C(NC(=O)c1nc(C)sc1)(C)c1ccc(OC)cc1,-6.874
ZINC000067921452,O=C([O-])C1([NH3+])CN(Cc2c(C)cc(-n3nccc3)cc2)CC1,-6.874
ZINC000237674903,O=C([O-])CN(C(=O)CCc1c(C)cc(C)cc1)C1CCOCC1,-6.874
ZINC000257298277,O=C([O-])c1cc(C[NH+]2CC(CCc3ncnc(C)c3)OCC2)ccc1,-6.874
ZINC000072406892,Fc1cc(C)c(OC2(C(=O)[O-])CCN(c3nc(N)ccn3)CC2)cc1,-6.874
ZINC000091997598,O=C(N1CC(C(=O)[O-])C(c2c(OC)cccc2)C1)C1(COC)CCC1,-6.874
ZINC000065455183,O=C([O-])C1CN(CCOc2c3nc(C)ccc3ccc2)C(=O)C1,-6.874
ZINC000244734330,O=C([O-])c1nc(NC(c2cnc(OC)cc2)C2CC(O)C2)cnc1,-6.874
ZINC000006556988,O=C(Nc1cc(C)ccc1)C(Cc1c(OC)cccc1)c1nnn[n-]1,-6.874
ZINC000072153844,O=C([O-])CC1N(Cc2sc(-c3cc(OC)ccc3)nc2)CCOC1,-6.874
ZINC000038143607,O=C([O-])C1(O)C(CCCCCCCCCC)C(=O)OC1C(=O)[O-],-6.874
ZINC000004045829,O=[N+]([O-])c1c(NC(C(=O)[O-])CCCNC(=[NH2+])N)ccc([N+](=O)[O-])c1,-6.874
ZINC000077487582,O=C([O-])c1c(OCC)ccc(-c2nc(N3CC(O)CCC3)ncc2)c1,-6.874
ZINC000020141737,O=C([O-])c1c(O)c(C)cc(NC(=O)c2ccc(OCCC)cc2)c1,-6.874
ZINC000299751074,O=C([O-])CCN(C(=O)CCc1cc2OCCCOc2cc1)CC,-6.874
ZINC000111478465,O=C([O-])c1cc(NC(=O)C2CN(c3ccccc3)C(=O)C2)ccc1,-6.874
ZINC000025063280,O=C([O-])c1c(OC)ccc(CNC(=O)c2n[nH]c3c2cccc3)c1,-6.874
ZINC000426477632,O=C(N(CCn1c(C)cc(C)n1)C)NC(C(=O)[O-])CC(C)C,-6.874
ZINC000647701268,Fc1c(-c2onc(NC(=O)NC3CC(C(=O)[O-])CC3)c2)cccc1,-6.874
ZINC000095097211,O=C([O-])Cc1c(-c2c(C)cc(OCC)cc2)nc(N(C)C)s1,-6.874
ZINC000095531506,Fc1c(C(NC(=O)c2n(C)nc(CC(C)C)c2)CC(=O)[O-])cccc1,-6.874
ZINC000003855927,S(=O)(=O)(N(CC)c1cc(C)ccc1)c1cc(C(=O)[O-])c(O)cc1,-6.874
ZINC000149503400,O=C(OC(C)(C)C)NC(C(=O)[O-])C(O)CCc1ccccc1,-6.874
ZINC000096147860,O=C([O-])Cn1c(CCn2ncc(C)c2)nc(CCOC)n1,-6.874
ZINC000003651412,S(Cc1n(-c2c(N)non2)nnc1C(=O)[O-])c1ccccc1,-6.874
ZINC000002759082,O=C(OC)c1c(NC(=O)C2C(C(=O)[O-])CC=CC2)sc(CC)c1,-6.874
ZINC000000036377,Clc1c(C)c(NC(=O)C(CC(=O)[O-])C2OCCC2)ccc1,-6.874
ZINC000221038319,Fc1cc(c(OC)cc1)C1C(C(=O)[O-])N(C(OC(C)(C)C)=O)CC1,-6.874
ZINC000028901164,O=C([O-])C(CC(=O)NCc1c(C)ccs1)(C)c1ccccc1,-6.874
ZINC000534643606,O=C([O-])COc1c(C[NH+]2CC(O)C(N3CCOCC3)C2)cccc1,-6.874
ZINC000000113752,O=C([O-])c1c(C)n(CCC[NH+]2CCOCC2)c(-c2ccccc2)c1,-6.874
ZINC000091848907,O=C(N(Cc1cn(C)nc1)C)C=1C(=O)N=C(c2ccc(C)cc2)NC=1,-6.874
ZINC000534662768,O=C(NCC1=NNC(=O)N1)NC1CN(C(=O)c2ccccc2)CCC1,-6.874
ZINC000262873702,O=C([O-])C1C(C(=O)N(CC)Cc2cc(-c3ccncc3)ccc2)C1,-6.874
ZINC000217467822,S(=O)(=O)(NCCCOC)c1c(NCC(C)C)ccc(C(=O)[O-])c1,-6.874
ZINC000226750340,Fc1ccc(C(CC(=O)[O-])CC(=O)Nc2nn(CC)cc2)cc1,-6.874
ZINC000238052771,O=C([O-])CC1OCCN(C(=O)Cc2ccc(-n3nccc3)cc2)C1,-6.874
ZINC000582358075,O=C(NCC1[NH+](CCOC)CCC1)N1CC(C(=O)[O-])C(C)CC1,-6.874
ZINC000390832685,O=C(NC(CC(C)C)c1[nH]c(C(=O)OCC)nn1)CC1COCC1,-6.874
ZINC000096152573,O=C(N1C(C(=O)[O-])Cc2[nH]cnc2C1)C=1C(=O)N(CC)C(C)=CC=1C,-6.874
ZINC000091434846,O=C(N1CC(C(=O)[O-])C(c2c(C)cccc2)C1)c1nn(CC)c(C)c1,-6.874
ZINC000006699535,O=C(OCC)c1c(NC(=O)C2C(C(=O)[O-])CC=CC2)scc1,-6.873
ZINC000032123951,O=C([O-])CNC(=O)CNC(=O)Cn1c2c(cc(OC)cc2)cc1,-6.873
ZINC000262664227,O=C([O-])C1C(C(=O)N(Cc2sc(C)cc2)Cc2occc2)C1,-6.873
ZINC000098041244,O=C([O-])CCC1C(=O)N(CCc2c3c([nH]c2)ccc(OC)c3)C(=O)N1,-6.873
ZINC000071284936,S(=O)([O-])(=Nc1c(F)cc(NC(=O)C2C(C)(C)C2C(=O)[O-])cc1)C,-6.873
ZINC000036369896,O=C([O-])C(NC(=O)Cn1c2c(cc1)cccc2)Cc1ccccc1,-6.873
ZINC000670437825,FC1(F)CCN(C(=O)NC(C(=O)[O-])COCc2ccccc2)CC1,-6.873
ZINC000299774542,O=C(NCCOc1cc(C(=O)[O-])ccc1)CC[NH+]1C2CC(C1)CC2,-6.873
ZINC000514289666,O=C([O-])CC1C(Cc2[nH]c3c(n2)ccc(C)c3)C[NH+](C)CC1,-6.873
ZINC000095508146,O=C([O-])C(NC(=O)CCC[NH+]1CCCCC1)c1ccc(C)cc1,-6.873
ZINC000095381836,O=C([O-])CCc1c(C)[nH+]c(N)nc1N(Cc1noc2c1CCCC2)C,-6.873
ZINC000261616057,FC(F)(F)CCC(=O)NC(C(=O)[O-])Cc1c2c([nH]c1)cccc2,-6.873
ZINC000001576009,O=C(OCc1ccccc1)NC(C(=O)NC(C(=O)[O-])C)CCC,-6.873
ZINC000426734004,O=C([O-])Cn1c(C2CN(c3c(CCC)cnc(C)n3)CCC2)ccn1,-6.873
ZINC000067965058,O=C([O-])Cc1n[nH]c(C2CCN(C(=O)Cc3ncccn3)CC2)c1,-6.873
ZINC000225099898,O=C([O-])C(Oc1cc(OC)ccc1)Cc1cc(OC)ccc1,-6.873
ZINC000261833294,O=C([O-])c1c(C)oc(CNC(=O)C2c3c(SC2)cccc3)c1,-6.873
ZINC000002560007,O=C(OC(C)(C)C)N(C(C(=O)[O-])C(OCc1ccccc1)C)C,-6.873
ZINC000072428826,O=C([O-])C1(Oc2c(OC)cccc2)CCN(C(=O)C2OCCC2)CC1,-6.873
ZINC000089949607,O=C(NC(CCC)c1nnn[n-]1)CN1C(=O)Nc2c1cccc2,-6.873
ZINC000078715172,S(=O)([O-])(=Nc1ccc(OCc2n(C)ccn2)cc1)c1cnccc1,-6.873
ZINC000670455770,O=C(N(CCCn1nccc1)C)NC(CC(=O)[O-])c1ccccc1,-6.873
ZINC000265543043,O=C(CCN1C(=O)c2c(N=C1)cccc2)N1CC(C(=O)[O-])CCC1,-6.873
ZINC000655596394,O=C([O-])C(NC(=O)c1nccc(N(C)C)c1)Cc1ccncc1,-6.873
ZINC000328593076,O=C([O-])CCC1N(C(=O)C2C(c3sc(C)cc3)C2)CCCC1,-6.873
ZINC000299802178,Fc1c(OC)cc(C(=O)N2CC(CC(=O)[O-])C(c3[nH]nnc3)C2)cc1,-6.873
ZINC000268934828,Fc1c(C(=O)NC2(C(=O)[O-])CCCCC2)cc(N2C(=O)NCC2)cc1,-6.873
ZINC000013392894,O=C([O-])c1c(OC)ccc(CNC(=O)c2c(OC)c(OC)ccc2)c1,-6.873
ZINC000032824853,S(=O)([O-])(=Nc1cc(OCC(=O)OC)ccc1)c1ccc(C)cc1,-6.873
ZINC000124153497,Clc1cc(Cl)cc(C(O)C(=O)N(CC(C)c2nnn[n-]2)C)c1,-6.873
ZINC000071979335,Clc1c(C)ccc(N2C(C(=O)[O-])CC(C(=O)OCC)=N2)c1,-6.873
ZINC000026461440,O=C([O-])CCc1c(OCC(=C)C)cc2OC(=O)C=C(C)c2c1,-6.873
ZINC000095384477,O=C([O-])c1c(C)nc(CCNC(=O)c2n(C)nc(CCC)c2)s1,-6.873
ZINC000030707096,S(=O)(=O)(NC1CC1)c1oc(C(=O)NCCC2CCCCC2)cc1,-6.873
ZINC000000096984,S(=O)(=O)(NC(CC(=O)[O-])c1ccccc1)c1ccc(CC)cc1,-6.873
ZINC000065373332,O=C([O-])c1c(CN2C(c3onc(C(C)C)n3)CCCC2)nccc1,-6.873
ZINC000072432351,O=C([O-])C1(n2nc(C(C)C)cc2)CCN(Cc2n(CC)cc[nH+]2)CC1,-6.873
ZINC000005976556,Clc1c(C2C(C(=O)[O-])CN(C(OC(C)(C)C)=O)C2)cccc1,-6.873
ZINC000091462395,O=C([O-])C1(CCCOC)CN(c2ncnc(NCCO)c2)CCC1,-6.873
ZINC000262891935,O=C(NC(CC(=O)N1CC(C(=O)[O-])OCC1)c1ccc(C)cc1)C,-6.873
ZINC000004945662,O=C([O-])Cn1c(Nc2cc(C)ccc2)nc2N(C)C(=O)N(C)C(=O)c12,-6.873
ZINC000071979592,O=C(OCC)C1=NN(c2ccc(OC)cc2)C(C(=O)[O-])(C)C1,-6.873
ZINC000426707221,O=C([O-])c1cc(OC)cc(C(=O)NCC(O)COCC)c1,-6.873
ZINC000000490691,O=C([O-])C(NC(=O)c1ccc(OC)cc1)Cc1ccc(O)cc1,-6.873
ZINC000257201241,O=C([O-])c1c(-n2cc(CNc3nc(C)cc(C)n3)nc2)cccc1,-6.873
ZINC000573923315,S(=O)(=O)(NCC)c1ccc(CNC(=O)C(C(=O)[O-])(C)C)cc1,-6.873
ZINC000263562802,O=C([O-])C(C(=O)N1CCN(C(=O)c2cc3nc[nH]c3cc2)CC1)C,-6.873
ZINC000067954393,O=C([O-])c1nn(CC)c2c1CC([NH2+]CCNc1c(C)cccn1)CC2,-6.873
ZINC000863981653,O=C(N1C(C(=O)[O-])c2c(cccc2)CC1)c1nn2c(OCC2)c1,-6.873
ZINC000032918680,O=C([O-])CN1C(=O)COc2c1cc(C(=O)N1CCCC1)cc2,-6.873
ZINC000237787199,O=C([O-])CN(C(=O)C1C(c2c(C)ccs2)C1)Cc1ccccc1,-6.873
ZINC000268955538,Fc1ccc(C(NC(=O)CCC2OC(C)CC2)CC(=O)[O-])cc1,-6.873
ZINC000136509248,O=C(Cc1nc(Cc2ccccc2)sc1)N1C(C(=O)[O-])CCCC1,-6.873
ZINC000565044210,O=C([O-])C1(C(=O)N2CC[NH+](C(C)c3cc(OC)ccc3)CC2)CC1,-6.873
ZINC000069665061,O=C([O-])C1C(N(CCc2cnccc2)C(=O)C1)c1cscc1,-6.873
ZINC001506401701,O=C([O-])CC(NC(=O)Cc1cc(C(=O)C)sc1)c1ccccc1,-6.873
ZINC000262418180,O=C([O-])CN(C(=O)c1c(C)n(CC)nc1C)CCC,-6.873
ZINC000256055881,S(c1ccc(C)cc1)C1C(=O)N(c2cc(C(=O)[O-])ccc2)C(=O)C1,-6.873
ZINC000192963273,O=C(CCc1ncsc1)N1c2c(C(C(=O)[O-])C1)cccc2,-6.872
ZINC000263120058,Fc1c(OC)ccc(C(NC(=O)C2CC(C)OCC2)C(=O)[O-])c1,-6.872
ZINC000317871683,S(=O)(=O)(N(CC)c1cc(O)ccc1)c1c(C)sc(C(=O)[O-])c1,-6.872
ZINC000021356846,O=C([O-])c1c(Nc2c(OC)ccc(C)c2)nc2c(n1)cccc2,-6.872
ZINC000426668987,O=C([O-])Cn1c(C2CN(C(=O)Cc3c(C)onc3C)CCC2)ccn1,-6.872
ZINC000185011943,S(=O)(=O)(N1CC2N(CC1)CCC2)c1c(F)c(C)cc(C(=O)[O-])c1,-6.872
ZINC000218136503,S(=O)(=O)(C)C1C(C(=O)[O-])(COC)C1c1cc2OCOc2cc1,-6.872
ZINC000653674279,O=C([O-])c1cn(C2CCN(C(=O)c3c(C)c(C)oc3C)CC2)nc1,-6.872
ZINC000585134147,O=C([O-])Cc1c(C(=O)N(C)C2C(C)(C)C(OCC)C2)cco1,-6.872
ZINC000623177905,O=C([O-])C(NC(=O)C1Cc2[nH+]ccn2CC1)(C)c1ccccc1,-6.872
ZINC000097775853,O=C([O-])c1c(CN2CC3[NH+](CC2)CCC3)c(OC)cc(OC)c1,-6.872
ZINC000248157189,O=C(N1CC2N(CC(C(=O)[O-])C[NH+](C)C2)CC1)c1n(C)ccc1,-6.872
ZINC000095511210,O=C([O-])CCCCNC(=O)c1c(C)n(CCC)nc1,-6.872
ZINC000299802178,Fc1c(OC)cc(C(=O)N2CC(CC(=O)[O-])C(c3[nH]nnc3)C2)cc1,-6.872
ZINC000004031733,O=C([O-])CN1C(=O)N(C)c2nc3N(c4ccccc4)CCn3c2C1=O,-6.872
ZINC000670452970,O=C([O-])CN(C)c1ncc(C[NH+]2CC3(OCC(=O)N(C)C3)CC2)cn1,-6.872
ZINC000002896461,S(=O)(=O)(N(CC(C(=O)[O-])C)Cc1ccccc1)c1ccc(C)cc1,-6.872
ZINC000026285357,P(=O)([O-])([O-])C(NC(=O)C([NH3+])CC(C)C)CC(C)C,-6.872
ZINC000299751288,O=C(CCC1OC(C)CC1)N1C(C(=O)[O-])CC2C1CCCC2,-6.872
ZINC000000334518,O=C([O-])C[N+]1=C(N2CCCCCC2)N=C2N(C)C(=O)[N-]C(=O)C12,-6.872
ZINC000408513293,O=C([O-])CN(C(=O)Cn1nnc2c1cccc2)C1CCOCC1,-6.872
ZINC000091320799,O=C([O-])C1(CC)C[NH+](Cc2cn(-c3cc(C)ccc3)nc2)CCC1,-6.872
ZINC000226750864,O=C([O-])CC(CC(=O)N1CC(C)CC(C)C1)c1ccc(OC)cc1,-6.872
ZINC000096232685,O=C(Nc1[nH]c(C(C)C)nn1)Cn1c2c(c(NC(=O)C)ccc2)cc1,-6.872
ZINC000262343786,S(=O)([O-])(N(CC)CC)=CC(=O)N1C(C(=O)[O-])CC2C1CCCC2,-6.872
ZINC000095506992,O=C([O-])C([NH+](Cc1n[nH]c2c1CCCCC2)C)c1ccc(CO)cc1,-6.872
ZINC000062716467,S(C)C1N(CC(C)C)C(=O)C(=CC(=O)[O-])C1C(=O)c1cnccc1,-6.872
ZINC000585285576,O=C([O-])CC1C(Oc2cnccc2)CC[NH+](Cc2cnccc2)C1,-6.872
ZINC000262717806,O=C([O-])CC1OCCN(C(=O)c2nnn(Cc3ccccc3)c2)C1,-6.872
ZINC000012536998,P(=O)([O-])([O-])C(Nc1ccccc1)c1ccc(OC)cc1,-6.872
ZINC000426490215,O=C([O-])c1nc(CCNC(=O)c2n[nH]c3c2CC(C)CC3)sc1,-6.872
ZINC000263083670,O=C([O-])C(NC(=O)c1onc(C)c1)CC1c2c(cccc2)CCC1,-6.872
ZINC000062716466,S(C)C1N(CC(C)C)C(=O)C(CC(=O)[O-])=C1C(=O)c1ncccc1,-6.872
ZINC000248319848,O=C(OC(C(=O)[O-])C)C(C)c1cc(C(=O)c2ccccc2)ccc1,-6.872
ZINC000299744177,O=C(CN1C(=O)Nc2c(C1=O)cccc2)N1CC(C(=O)[O-])(C)CC1,-6.872
ZINC000169751156,O=C([O-])c1c(-c2ccc(OC)cc2)nc(N2CCSCC2)nc1,-6.872
ZINC000055405030,S(CC(=O)NC(C(=O)[O-])C(CC)C)c1sc(C)nn1,-6.872
ZINC000072293252,O=C([O-])CC(NC(=O)c1ncc(C)nc1)c1ccc(OC)cc1,-6.872
ZINC000037433715,O=C([O-])Cc1nc(NC(=O)Cc2c(C)n(C)nc2C)sc1,-6.872
ZINC000091586786,O=C(N1CC(C(=O)[O-])C(C2CC2)C1)c1ccc(N2CCCC2)cc1,-6.872
ZINC000000178906,O=C(OCC)c1c(C)nc(NC(=O)C2C(C(=O)[O-])CC=CC2)s1,-6.872
ZINC000263014930,O=C([O-])Cc1cc(NC(=O)c2sc(C(C)C)nc2)ccc1,-6.872
ZINC000012239450,O=C(N1CCC(C=2NC(c3nccnc3)=NC(=O)C=2)CC1)C1C(C)C1,-6.872
ZINC000236702614,[SH0](=O)(C(C)C)c1ccc(C(=O)N2CCC(C(=O)[O-])CC2)cc1,-6.871
ZINC000071711999,O=C([O-])CC1CN(Cc2cnc(C3CCCCC3)nc2)CC[NH2+]C1,-6.871
ZINC001772703590,O=C(N(CC(=O)[O-])Cc1[nH+]c(C)[nH]c1)C(C(C)C)c1ccccc1,-6.871
ZINC000010324797,S(=O)([O-])(=Nc1cc(C2=NN(C)C(=O)C=C2)ccc1)c1cnccc1,-6.871
ZINC000299752663,O=C(COCC1OCCC1)N1C(C(=O)[O-])CC2C1CCCC2,-6.871
ZINC000262928082,O=C(C(OCC1OCCCC1)C)N1CC(C(=O)[O-])OCC1,-6.871
ZINC000005059999,O=C([O-])CCCC(=O)Nc1c(C(=O)[O-])cc(OC)c(OC)c1,-6.871
ZINC000237931084,O=C([O-])CCC1N(C(=O)C2C3(C2)CCOCC3)CCCC1,-6.871
ZINC000057523527,O=C(Nc1c(C)c(C)ccc1)C(Cc1cnccc1)c1nnn[n-]1,-6.871
ZINC000299749888,S(=O)(=O)(Cc1cc(C(=O)N2C(C(=O)[O-])CCCC2)ccc1)C,-6.871
ZINC000013167776,Clc1c(NC(=O)COc2cc(C)ccc2)cc(C(=O)[O-])cc1,-6.871
ZINC000067692800,O=C(NC)CC[NH+](C)C1Cc2c(C(=O)[O-])nn(CC(C)C)c2CC1,-6.871
ZINC000237169534,O=C([O-])CN(C(=O)c1ccc(CN2C(=O)CCC2)cc1)C,-6.871
ZINC000013737175,O=C([O-])C1C(C(=O)NC(C)c2ccc(OC)cc2)CCCC1,-6.871
ZINC000004064637,O=C([O-])CCNC(=O)CC=1C(=O)Oc2c(C)c(O)ccc2C=1C,-6.871
ZINC000426487974,O=C([O-])Cn1c(C2CN(C(=O)c3nccnc3)CCC2)ccn1,-6.871
ZINC000096069092,O=C(N1C(C(=O)[O-])CC([NH+]2CCOCC2)CC1)c1cc(C)c(C)cc1,-6.871
ZINC000256046281,O=C([O-])c1c(N2CCCCCC2)nn(-c2c(CC)cccc2)n1,-6.871
