Dockingscore,SMILES
-6.50,O=C(CCC[NH+]1Cc2c(cccc2)C1)N1CC(C(=O)[O-])CCC1
-6.50,FC(C(=O)[O-])C1CN(C(=O)C(OC2CCCCC2)CC)CC1
-6.50,O=C(Nc1ccc(Oc2nnn[n-]2)cc1)c1n(C2CC2)ccc1
-6.50,O=C([O-])C([NH2+]Cc1ccccc1)Cc1[nH+]cn(Cc2ccccc2)c1
-6.50,O=C([O-])C1C(C(=O)NCc2onc(C(CC)CC)c2)C1
-6.50,Fc1cc(CNC(=O)N2CCC3(C(C(=O)[O-])CC(=O)N3)CC2)ccc1
-6.50,O=C([O-])Cn1ncc(NC(=O)c2n(C)c(C)cc2)c1
-6.50,S(CC(=O)[O-])c1n(C)c(-c2cc3OCCOc3cc2)nn1
-6.50,O=C(N1CC(C(=O)[O-])CCC1)c1cc(-c2scc(C)n2)ccc1
-6.50,O=C(NCc1n(C(C)C)cnn1)CC(Cc1c(OC)cccc1)C
-6.50,O=C([O-])CC1(CC(=O)N(Cc2ccccc2)C)CCCC1
-6.50,S(CC(=O)[O-])CC1C(=O)N(Cc2ccccc2)C(=S)N1
-6.50,O=C(Nc1sc(C2CCC2)nn1)CN1C(C)=CC(=O)CC1=O
-6.50,O=C(Nc1c(OCCCc2ccccc2)cccc1)C(N)CC(=O)[O-]
-6.50,O=C([O-])CC=1C(=O)N=C(COc2c(C)ccc(C)c2)NC=1
-6.50,O=C(N1CC(C(=O)[O-])(C)CC1)c1sc(-c2sccc2)nc1
-6.50,Clc1c(OCCCN(C)c2c(C(=O)[O-])cncn2)cccc1
-6.50,O=C(Nc1cc(-c2nnn[n-]2)ccc1)c1ccc(OC)cc1
-6.50,O=C([O-])C(Cc1ccc(NC(=O)C2(C)COCCC2)cc1)C
-6.50,O=C([O-])COc1cc(C)c(NC(=O)C2Cc3c(ncnc3)CC2)cc1
-6.50,Fc1ccc(OCC(=O)N2CCC(C(=O)[O-])(n3cncc3)CC2)cc1
-6.50,O=C(Nc1[nH]c(C(C)C)nn1)c1ccc(C(=O)c2c[nH]cc2)cc1
-6.50,O=C([O-])C(Cn1c(Cc2ccc(OC)cc2)nc2c1cccc2)C
-6.50,O=C([O-])c1nc(N2CCN(c3c(OC)cccc3)CC2)nc(C)c1
-6.50,Clc1cc(C=C2C(=O)N(CC(=O)[O-])C(=O)S2)c(OCC)cc1
-6.50,O=C(OCc1ccccc1)NCC1[NH+](CC(=O)[O-])CCC1
-6.50,O=C([O-])c1c(N(C)C2CCCCC2)nn(-c2c(C)c(C)ccc2)n1
-6.50,O=C(OC)c1cc(NC(=O)c2c(C)n(-c3ccccc3)nn2)ccc1
-6.50,O=C([O-])CNc1nc(-c2cc3c(cc(OC)cc3)cc2)ncc1
-6.50,O=C([O-])CC1C(=O)NC(=NN=Cc2ccc(CC)cc2)S1
-6.50,S=C1N(CCC(=O)[O-])C(=O)C(=Cc2oc(C)cc2)S1
-6.50,O=C(C)N1CCC(c2nc(-c3c(C(=O)[O-])cccc3)cnc2)CC1
-6.50,O=C([O-])C1(CC)C[NH+](Cc2cn(-c3cc(C)ccc3)nc2)CCC1
-6.50,O=C([O-])CC1OCCN(C(=O)c2nn(C3CCCC3)cc2)C1
-6.50,O=C([O-])CCCn1ncc(NC(=O)c2c(OCC)cccc2)c1
-6.50,S(=O)([O-])(=Nc1ccccc1)c1cc(C(=O)[O-])c(NCCC)cc1
-6.50,O=C([O-])C1C(C(=O)N2CC[NH+](Cc3ccc(C)cc3)CC2)CC=CC1
-6.50,FC(F)(F)c1ccc(C(=O)N(C(C)c2nnn[n-]2)C)cc1
-6.50,O=C([O-])C1N(c2ccc(Oc3ccccc3)cc2)C(=O)CC1
-6.50,Fc1cc(CCC(=O)N2CC(C(C(=O)[O-])(C)C)CCC2)ccc1
-6.50,O=C(CCn1c(CC)[nH+]cc1)N1CC(C(=O)[O-])(CC=C(C)C)CCC1
-6.50,O=C([O-])C(Oc1cc(C)c(C)cc1)Cc1cc(OC)ccc1
-6.50,O=C(N(CC(C)c1nnn[n-]1)C)c1cn2c(c1)C=CC=C2
-6.50,O=C([O-])C1=Nc2n(C(C3CC3)=C1)nc(-c1c(C)cccc1)c2
-6.50,O=C([O-])CCc1ccc(NC(=O)C2C3C2CCC3)cc1
-6.50,O=C([O-])c1sc(C(=O)NC(c2c(C)cccn2)C2CC2)cc1
-6.50,S=C(NC(=O)COc1ccccc1)Nc1c(C(=O)[O-])cccc1
-6.50,O=C(N1CC(C(=O)[O-])(COC)CCC1)c1cc2c(scc2)cc1
-6.50,O=C([O-])CC1OCCN(C(=O)c2cnc(OCC)cc2)C1
-6.50,O=C([O-])C(C)c1ccc(NC(=O)Cn2c(C)cc(C)n2)cc1
-6.50,O=C([O-])COc1cc(NC(=O)COc2ccccc2)ccc1
-6.50,S(Cc1oc(C(=O)[O-])c(C)c1)c1n(C)c(-c2ccccc2)nn1
-6.50,O=C([O-])c1c2c(C)[nH]nc2nc(-c2c(OC)cc(OC)cc2)c1
-6.50,O=C([O-])C(C)(C)n1ncc(NC(=O)c2c(CC)ocn2)c1
-6.50,O=C(NCC1CN(c2ccccc2)CC1)C[NH+]1C(C(=O)[O-])CCC1
-6.50,O=C([O-])C([NH2+]CCCCC)CC(=O)Nc1c(C#N)cccc1
-6.50,O=C([O-])c1nnn(C2CN(C(=O)C3CC=CCC3)CCC2)c1
-6.50,O=C(NCCCc1nnn[n-]1)C(Oc1ccccc1)C(C)C
-6.50,O=C([O-])C1C(C(=O)NCc2cc(OC)c(OC)cc2)C2OC1C=C2
-6.50,O=C([O-])COc1ccc(C=C2C(=O)N(CC)C(=O)S2)cc1
-6.50,S(=O)(=O)(NC(C(=O)[O-])Cc1ccccc1)c1sccc1
-6.50,O=C(N(CC(C)c1nnn[n-]1)C)c1oc2c(c1)cccc2
-6.50,O=C([O-])C1[NH+](CC=C(CCC=C(C)C)C)CCc2[nH]cnc12
-6.50,O=C([O-])CN(C(=O)c1cc(OC)c(C)c(OC)c1)C1CC1
-6.50,S(=O)(=O)(N(C)C)N(CC)c1c(C(=O)[O-])cccc1
-6.50,O=C([O-])C(C(=O)N1CCN(c2n[nH]c(C3CC3)c2)CC1)C
-6.50,O=C([O-])C([NH+](CC(C)C)C)c1ccc(NC(=O)N2CCCC2)cc1
-6.50,O=C(NC1c2c(C(C(=O)[O-])C1)cccc2)CC(C)n1cncc1
-6.50,O=C(NCc1n2c(nn1)CCCCC2)C=1C(=O)Oc2c(cccc2)C=1
-6.50,Clc1c(C(=O)[O-])cc(N=NCc2ccc(OCC(=O)N)cc2)cc1
-6.50,O=C([O-])CCC1(Cc2ccc(-c3ccccc3)cc2)NC(=O)CC1
-6.50,O=C(N(C(C)c1ccccc1)C)C[NH+]1CC(C(=O)[O-])CCC1
-6.50,Clc1c(C=S([O-])([O-])=Nc2nc(C)on2)ccc(Cl)c1
-6.50,O=C(NC1CN(C(=O)CC)CC1)N1CC(C(=O)[O-])CC(C)C1
-6.50,O=C([O-])c1c(NC(=O)c2cc3C(=O)N(C)C(=O)c3cc2)cn(C)n1
-6.50,O=C(CCc1oc2c(c1)cccc2)N1C(C(=O)[O-])CCC1
-6.50,O=C([O-])CC1C(=O)NC(=NN=C(C=Cc2ccc(OC)cc2)C)S1
-6.50,S(CCC(=O)[O-])C1C(=O)N(c2cc(C(F)(F)F)ccc2)C(=O)C1
-6.50,S(=O)(=O)(N=C1NNc2c1cc([N+](=O)[O-])cc2)CCC1CC1
-6.50,S(=O)(=O)(NCC(=O)N1CC(n2nncc2)CC1)c1cc(C)ccc1
-6.50,Clc1c(-c2[nH]nc(C(=O)NC(CC(=O)[O-])C)c2)cccc1
-6.50,S(=O)(=O)(NCCCC(=O)[O-])c1cc2C(=O)NC(=O)c2cc1
-6.50,S=C1N(CC(=O)[O-])C(=O)C(=Cc2c(C)cc(C)cc2)S1
-6.50,O=C([O-])CNC(=O)CCNC(=O)C1N(C)Cc2c(cccc2)C1
-6.50,O=C([O-])Cn1c(C2(c3ccc(OC)cc3)CC2)nc(C2CCCC2)n1
-6.50,Clc1ccc(-c2sc(C(=O)NC(C(=O)[O-])C)c(C)n2)cc1
-6.50,O=C(Nc1cc(C[NH+]2C(C(=O)[O-])CC3C2CCCC3)ccc1)C
-6.50,O=C([O-])C1[NH+](Cc2sc(-c3ccccc3)cc2)CCc2[nH]cnc12
-6.50,O=C([O-])C(Oc1ccc(OC)cc1)Cc1c(C)cc(C)cc1
-6.50,P(=O)([O-])([O-])C([NH2+]Cc1cnc(-c2sccc2)nc1)C
-6.50,O=[N+]([O-])c1cc(NC(=O)NCC(O)c2ccccc2)c(C)cc1
-6.50,O=C([O-])CC1OCCN(C(=O)C2[NH+](Cc3ccccc3)CCC2)C1
-6.50,O=C([O-])CNC(=O)CCN1C(=O)N2C(C1=O)Cc1c(cccc1)C2
-6.50,O=C([O-])Cn1c(C)c(NC(=O)C2=NC(=O)NC(CC(C)C)=C2)c(C)n1
-6.50,O=C([O-])CCN(C(=O)C1CCN(c2nc(OC)ccn2)CC1)C
-6.50,S(=O)(=O)(NC1CC1)c1oc(C(=O)N2C(C)Cc3c2cccc3)cc1
-6.50,O=C(OC)c1cc(NC(=O)c2nn3c(n2)N=CC=C3)c(C)cc1
-6.50,O=C([O-])c1c(NCCC)nn(-c2ccc(OCC)cc2)n1
-6.50,S(CC(=O)Nc1nc(C)ccn1)c1n2C(C)=CC(C)=Nc2nn1
-6.50,Clc1c(N2CCCC2)ccc(C(=O)NCc2n3c(nn2)CCC3)c1
-6.50,O=C([O-])COc1ccc(N(C(=O)c2c(C)sc(C)n2)C)cc1
-6.50,O=C([O-])CC1OCCN(C(=O)c2c(C)nn(-c3ccccc3)c2)C1
-6.50,O=C(CCN1C(=O)c2c(N=C1)cccc2)N1CC(n2nncc2)C1
-6.50,Fc1c(OC2(C(=O)[O-])CC[NH+](Cc3ncccc3)CC2)cc(C)cc1
-6.50,O=C([O-])Cn1c(C)c(-c2cc(C(OC)C)ccc2)cn1
-6.50,O=C([O-])Cn1c(CN2C(=O)C=CC=C2)nc(CC2CC[NH+](C)CC2)n1
-6.50,O=C([O-])C1N(C=C2C(=O)n3ncnc3S2)N=C(c2ccccc2)C1
-6.50,S(=O)([O-])(=Nc1cc(C(=O)[O-])c(N(C)C)[nH+]c1)c1ccc(F)cc1
-6.50,O=C(CCCn1nc(-c2ccccc2)nn1)N1CC(C(=O)[O-])CC1
-6.50,O=C(NCc1n2c(nn1)CCCCC2)c1ccc(CC)cc1
-6.50,O=C([O-])C1C(C(=O)N2CC[NH+](Cc3ccc(C)cc3)CC2)CC=CC1
-6.50,Fc1cc(C)c2c([nH]c(C(=O)N(CC(=O)[O-])C3CC3)c2)c1
-6.50,O=C([O-])C(NC(=O)C1C2(C1)CC2)Cc1c2c([nH]c1)cccc2
-6.50,S(CC1=C(C(=O)[O-])N2C(=O)C(N)C2SC1)c1sc(C)nn1
-6.50,O=C([O-])COc1ccc(CN(C(=O)c2sc(C)cc2)C)cc1
-6.50,O=C([O-])CC1OCCN(C(=O)C=Cc2c(C)cccc2)C1
-6.50,S(=O)([O-])(=Nc1cc(C(=O)[O-])ccc1)c1c(C)ccc([N+](=O)[O-])c1
-6.50,O=C([O-])C(NC(=O)N1CCN(C=Cc2ccccc2)CC1)C
-6.50,O=C([O-])c1c(-c2oc(C=C3C(=O)NC(=O)[N-]C3=O)cc2)cccc1
-6.50,O=C(N1CC(Nc2ccc(OC)cc2)CCC1)c1cc(C)c(O)cc1
-6.50,S(=O)(=O)(NC(CC(=O)[O-])c1ccc(OCC)cc1)c1ccccc1
-6.50,Clc1ccc(C(NC(=O)CCc2c(C)n(C)nc2C)C(=O)[O-])cc1
-6.50,S(=O)(=O)(N(C)C)c1cc(C(=O)[O-])c(Oc2c(C#N)cccc2)cc1
-6.50,Clc1ccc(-c2sc(C(=O)NC(C(=O)[O-])C)c(C)n2)cc1
-6.50,S(=O)(=O)(NCCOc1ccccc1)c1c(F)ccc(C(=O)[O-])c1
-6.50,O=C(Nc1oc(Cc2sccc2)nn1)c1cc(C)ccc1
-6.50,O=C(OC)c1c(C)c(C#N)c(NC(=O)c2cc3OCOc3cc2)s1
-6.50,O=C(CN1CC(C(=O)[O-])CCC1)N1C(C)Cc2c1cccc2
-6.50,S(CC(=O)[O-])c1n(c(Cc2ccncc2)nn1)-c1ccc(C)cc1
-6.50,O=C([O-])c1c(O)ccc([NH+]=Cc2ccc(N3CCOCC3)cc2)c1
-6.50,O=C([O-])c1c(NCCC[NH+]2CC(C(=O)N)CCC2)nccn1
-6.50,O=C(Nc1cc(C[NH+]2C(C(=O)[O-])CC3C2CCCC3)ccc1)C
-6.50,O=C([O-])CCc1ccc(NC(=O)C2=CN(C)C(=O)C=C2)cc1
-6.50,O=C([O-])C1[NH+](Cc2nc(C(C)(C)C)on2)CCc2c1cccc2
-6.50,O=C([O-])CC=1C(=O)N=C(COc2ccc(C(=O)C)cc2)NC=1
-6.50,Fc1ccc(C2C(C(=O)[O-])CN(C(=O)c3oc(COC)cc3)C2)cc1
-6.50,O=C([O-])CC(CNC(=O)c1c2c(oc1)cccc2)C
-6.50,S(=O)(=O)(C)N1CC(CNC(=O)c2cc(C(=O)[O-])cc(C)c2)CC1
-6.50,S=C1N(C(C(=O)[O-])CC)C(=O)C(=Cc2ccc(CC)cc2)S1
-6.50,O=C([O-])c1c(NCc2ccccc2)nc(COc2ccccc2)nc1
-6.50,O=C(Nc1c(C)ccc(NC(=O)c2c3n(nc2)C=C(C)C=N3)c1)CC
-6.50,Clc1c(N2C(=O)CC(C(=O)NCC(C(=O)[O-])C)C2)cccc1
-6.50,S(=O)(=O)(N)c1cc(NC(=O)NCC2(C(=O)[O-])CC2)ccc1
-6.50,Clc1c(C(=O)[O-])nc(SCc2cc(C)ccc2)nc1
-6.50,S(CC(=O)[O-])c1n(c(COC(C)C)nn1)-c1c(C)cccc1
-6.50,O=C(CCc1n(-c2ccccc2)cnn1)N1C(C(=O)[O-])COCC1
-6.50,O=C([O-])CC1OCCN(C(=O)c2c3n(nc2)C=CC=C3)C1
-6.50,O=C([O-])c1cc(OC)cc(C(=O)N(CCn2nccc2)C)c1
-6.50,S(C(C(=O)[O-])c1ccccc1)C=1n2ncnc2N=C(C)C=1
-6.50,C(C)(C)c1ccc(-c2nn(Cc3n(C)c(CC)nn3)nn2)cc1
-6.50,Clc1cc(OCCC(=O)N2CC(C(=O)[O-])CC2)ccc1
-6.50,S(CC(=O)[O-])c1n(c(C(C)n2nccc2)nn1)-c1ccccc1
-6.50,O=C([O-])CC1C(=O)NC(=NN=Cc2ccc(OC)cc2)S1
-6.50,S(CC(=O)Nc1c(C)ccc(C)c1)c1[nH]c(-c2ncccc2)nn1
-6.50,O=C([O-])c1nn(CC=C)c2c1CC([NH2+]CCNc1ccccc1)CC2
-6.50,Clc1ccc(CCC(=O)NCCSCC(=O)[O-])cc1
-6.50,O=C(N1CC(C(=O)[O-])C(c2ccccc2)C1)c1c(C)nc(OC)s1
-6.50,O=C([O-])C(Oc1cc(OC)ccc1)Cc1cc(C)cc(C)c1
-6.50,O=C([O-])c1nn(CC(C)C)c2c1CC([NH2+]CCc1[nH]cnc1)CC2
-6.50,O=C(OCc1ccccc1)NC(CC(=O)[O-])c1cnccc1
-6.50,Clc1c(OC)c(NC(=O)c2oc([N+](=O)[O-])cc2)cc(C(=O)[O-])c1
-6.50,O=C([O-])COc1ccc(NC(=O)C2(OC)CCC(C)CC2)cc1
-6.50,Fc1ccc(NC2C(=O)N(c3cc(C(=O)[O-])ccc3)C(=O)C2)cc1
-6.50,S(Cc1cc(C(=O)[O-])ccc1)c1[nH]c(COc2ccccc2)nn1
-6.49,S(=O)(=O)(N(C)c1cc(CCC(=O)[O-])ccc1)c1scc(C)c1
-6.49,Clc1cc2c([nH]c(C(=O)N(CC(C(=O)[O-])C)C3CC3)c2)cc1
-6.49,S(=O)(=O)(C)N1CC(NC(=O)c2sc(C(=O)[O-])cc2)CCC1
-6.49,Clc1c([O-])c(OC)cc(C=C(Sc2[nH]c(C)nn2)C(=O)[O-])c1
-6.49,O=C([O-])C1[NH+](Cc2ccc(OCc3ncccc3)cc2)CCC1
-6.49,Brc1ccc(NC(=O)C2C(C(=O)[O-])C3CC2CC3)cc1
-6.49,O=C([O-])CN1C(=O)N(Cc2cc(OC)ccc2)C(=O)C1=O
-6.49,O=C([O-])C1(C(=O)NCc2oc3c(c2)cccc3)CC1
-6.49,O=C(OCc1ccccc1)NC(C)c1sc(C(=O)[O-])cn1
-6.49,O=C([O-])C1C(C(=O)NCCOCc2ccccc2)C1
-6.49,S(C(C(=O)[O-])c1ccccc1)c1nc(C)cc(N2CCOCC2)n1
-6.49,O=C([O-])CN1C(=O)OC(c2[nH]c3c(c2)cc(OC)cc3)=N1
-6.49,S(=O)([O-])(=Nc1cc(C(=O)[O-])cc(C)c1)c1c2OCOc2ccc1
-6.49,S(=O)(=O)(Cc1nc(CCC(=O)[O-])on1)c1ccc(F)cc1
-6.49,O=C([O-])CC1OCCN(C(=O)c2nccc3c2cccc3)C1
-6.49,S(=O)(=O)(N(CCCC(=O)[O-])C)c1oc(C)c(C(=O)OC)c1
-6.49,Clc1cc(NC(=O)c2sc(CCC(=O)[O-])nn2)ccc1
-6.49,O=C([O-])c1sc(C(=O)N2C(C(=O)NCc3occc3)CCC2)cc1
-6.49,O=C([O-])CCN1C(=O)C(=Cc2ccc(OCC=C)cc2)SC1=O
-6.49,O=C([O-])C[NH+]1CC2(OCC(CNc3ncccc3)C2)COCC1
-6.49,Fc1cc2nc(CCNC(=O)c3oc(C(=O)[O-])cc3)n(C)c2cc1
-6.49,O=[N+]([O-])c1ccc(-n2nc(C(=O)[O-])c(N3CC[NH+](C)CC3)n2)cc1
-6.49,S(=O)(=O)(NCC[NH+]1CC(C)CCC1)c1cc(C(=O)[O-])c(C)cc1
-6.49,Fc1c(OC)cc(-c2c(C(=O)[O-])c(N3CC(CC)CC3)no2)cc1
-6.49,O=C([O-])CC1C(=O)NC(=NN=CC2CC=CCC2)S1
-6.49,O=C(Nc1ccc(Oc2nnn[n-]2)cc1)C1C2[NH+](CCC1)CCCC2
-6.49,O=C([O-])C(NC(=O)C([NH3+])Cc1ccccc1)Cc1ccccc1
-6.49,O=C([O-])COc1ccc(NC(=O)C2(C)CCCC2)cc1
-6.49,Fc1cc(OC2(C(=O)[O-])CCN(C(=O)c3ccccc3)CC2)ccc1
-6.49,O=C([O-])CN(C(=O)c1c(C)nn(CC)c1)Cc1ccccc1
-6.49,O=[N+]([O-])c1ccc(NCCCCCC(=O)[O-])cc1
-6.49,Clc1ccc(OCc2n(CC)c(SC(C(=O)[O-])C)nn2)cc1
-6.49,O=C([O-])c1nnn(-c2cc(NC(=O)C3C(C)OC(C)C3)ccc2)c1
-6.49,O=C([O-])C(NC(=O)c1ccc(OCC)cc1)CC(C)C
-6.49,O=C(NC(C)c1onc(-c2c(C)cccc2)n1)Cc1c(C)[nH]nc1O
-6.49,Clc1c(-c2[nH]nc(C(=O)N3CC(C(=O)[O-])OCC3)c2)cccc1
-6.49,O=C([O-])c1c(CN2CC(O)CN(C(=O)c3occc3)CC2)cccc1
-6.49,O=C([O-])C1C[NH+](Cc2n[nH]c(C3CC3)c2)CCN(c2ncccn2)C1
-6.49,S(=O)(=O)(N(CC(=O)[O-])Cc1ccccc1)c1cc(C)c(OC)cc1
-6.49,O=C([O-])C1C(C(=O)NCc2cnccc2)CC(C)=C(C)C1
-6.49,O=C([O-])Cn1c(C2CN(Cc3ccncc3)C(=O)C2)nc(C(C)C)n1
-6.49,O=C([O-])C(CC)[NH+]1CC(CNC(=O)c2ccccc2)CCC1
-6.49,O=[N+]([O-])c1cc(CC(Oc2ccc(C)cc2)C(=O)[O-])ccc1
-6.49,O=C([O-])CCc1nn2c(c1)CN(C(=O)Cc1cc(O)ccc1)CCC2
-6.49,Clc1c(C(=O)NCC)cc2nc(C(=O)[O-])n(C3CC3)c2c1
-6.49,Fc1cc(-c2sc(C(=O)NC(C(=O)[O-])C)c(C)n2)ccc1
-6.49,O=C([O-])C1(n2nc(C(C)C)cc2)CC[NH+](Cc2nc(C)oc2)CC1
-6.49,O=[N+]([O-])c1ccc(C(=O)Nc2cc(C(=O)[O-])c(O)cc2)cc1
-6.49,S(CC(=O)N1C(C(=O)N)Cc2c(cccc2)C1)c1[nH]c(CC)nn1
-6.49,Clc1ccc(-c2oc(CN3CC(C(=O)[O-])CC3)nc2)cc1
-6.49,S(CCC(=O)[O-])c1[nH]c(-c2c(C)cccc2)nn1
-6.49,S(CC(=O)OC)c1sc(NC(=O)c2oc3c(c2)cccc3)nn1
-6.49,S(=O)(=O)(N1C(C(=O)[O-])c2nc[nH]c2CC1)c1n(CC)nc(C)c1
-6.49,O=C([O-])Cn1c(-c2cnccc2)nc(Cc2ccc(OC)cc2)n1
-6.49,S(=O)(=O)(N(C)c1cc(CCC(=O)[O-])ccc1)c1n(C)ncc1C
-6.49,FC(F)(F)c1ccc(C(=O)NC(c2nnn[n-]2)c2ccccc2)cc1
-6.49,Clc1c(C(=O)Nc2ccc(CCC(=O)[O-])cc2)cccn1
-6.49,Clc1c(OCc2[nH]c(SC(C(=O)[O-])C)nn2)cccc1
-6.49,Brc1ccc(CCC(=O)NC(C)(C)c2nnn[n-]2)cc1
-6.49,O=C([O-])CC1C(=O)NC(=NN=Cc2cnccc2)S1
-6.49,S(=O)(=O)(NC(COC)C)c1cc(C(=O)[O-])c(NC(CC)C)cc1
-6.49,N(c1sc(-c2n(C)ncc2)nn1)c1nn(Cc2ccccc2)cc1
-6.49,O=C([O-])CN(C(=O)c1ccc(-c2oc(C)cc2)cc1)CCOC
-6.49,O=C([O-])c1oc(CNC(=O)c2c(CC)c(C(=O)C)c(C)[nH]2)cc1
-6.49,O=C([O-])CC1C(c2[nH]nnc2)CN(C(=O)c2c(OC)ccc(C)c2)C1
-6.49,Clc1c(F)ccc(NC(=O)N2CC3(C(=O)[O-])C(C2)COCC3)c1
-6.49,O=C([O-])Cn1c(CCn2c(C)[nH+]cc2)nc(Cc2sccc2)n1
-6.49,O=C([O-])c1nnn(C2CN(C(=O)C3OCCC3)CCC2)c1
-6.49,O=C(Nc1n(Cc2ccccc2)cnn1)C(COc1ccccc1)C
-6.49,O=[N+]([O-])c1cnc(N=NCc2ccc(OCC(=O)[O-])cc2)cc1
-6.49,O=C(N1CC(N2C(=O)c3c(N=C2)cccc3)CCC1)c1sccc1
-6.49,O=C([O-])c1c(N2CCCCCC2)nn(-c2c(C)cc(C)cc2)n1
-6.49,O=C([O-])c1oc(CNC(=O)C2C(c3c(C)ccs3)C2)cc1
-6.49,O=C([O-])C1C2(NC(=O)C1)CC[NH+](Cc1[nH]c3c(n1)cccc3)CC2
-6.49,O=C([O-])C=1C(=O)Oc2c(OC)cc(C[NH+]3CCCCC3)cc2C=1
-6.49,S(C(C(=O)[O-])C)CC=1C(C#N)=C2N(C(=O)C=1)c1c(N2)cccc1
-6.49,O=C(NCCCc1nnn[n-]1)C(C)N1C(=O)Oc2c1cccc2
-6.49,S(=O)([O-])(=Nc1cc(C(=O)Nc2ccc(C(=O)[O-])cc2)ccc1)C
-6.49,S(=O)(=O)(N(CCCC(=O)[O-])C)c1cc(C(=O)C)ccc1
-6.49,Fc1c(OC)ccc(C(NC(=O)c2n(C)c(C)cc2)C(=O)[O-])c1
-6.49,O=C([O-])CN1C(=O)C2=C(OC3C(=C2)CCCC3)C=C1C
-6.49,O=C([O-])CCC(=O)N1C2C(N(c3cn(C)nc3)C(=O)C2)CC1
-6.49,S(=O)([O-])(=Nc1ccc(N2C(=O)CCC2)cc1)c1cc(C#N)ccc1
-6.49,O(C(C)(C)C)C(=O)N1C(C(=O)[O-])(Cc2c(C#N)cccc2)CCC1
-6.49,Clc1c([N+](=O)[O-])cc(-c2[nH]c(SCCCC(=O)[O-])nn2)cc1
-6.49,O=C(NCCCc1nnn[n-]1)c1c2c(c(C)ccc2)nc(C)c1
-6.49,O=C(CCc1cc2OCCCOc2cc1)N1CC(C(=O)[O-])OCC1
-6.49,S=C1N(CC(=O)[O-])C(=O)C(=Cc2cc3c(cc2)cccc3)S1
-6.49,O=C(NC1C(C)(C)C(Cc2noc(C(C)(C)C)c2)C1)N1CCOCC1
-6.49,O=C([O-])CCc1ccc(NC(=O)c2n(C)nc(C(C)C)c2)cc1
-6.49,O=C(N1CC2(C(=O)[O-])C(C[NH+](CCOC)C2)C1)c1n[nH]c2c1CCC2
-6.49,Clc1c([N+](=O)[O-])cc(-c2[nH]c(SCC(=O)[O-])nn2)cc1
-6.49,O=C([O-])C(C)(C)n1ncc(NC(=O)C2CC(C)OCC2)c1
-6.49,FC(F)(F)CN1C(=O)C(NC(=O)c2ncc(C(=O)[O-])nc2)CCC1
-6.49,O=C([O-])c1c(N2C(CC)CCCC2)nn(-c2ccc(C)cc2)n1
-6.49,O=C([O-])CCc1nn2c(c1)CN(C(=O)C1CC=CCC1)CCC2
-6.49,Fc1ccc(-n2nc(C(=O)[O-])c(OCc3ccccc3)c2)cc1
-6.49,Clc1ccc(NC(=O)C(CC(=O)[O-])N2CCCC2)cc1
-6.49,O=C([O-])c1c(-c2ccc(OC)cc2)onc1NC1C(O)CCCC1
-6.49,O=C([O-])C([NH2+]CC(C)C)CC(=O)Nc1ccc(OCC)cc1
-6.49,O=C([O-])C1CN(CCc2nc(-c3cnccc3)sc2)C(=O)C1
-6.49,[SH0](=O)(CCC(Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1)C(=O)[O-])C
-6.49,S=C1N(CC(=O)[O-])C(=O)C(=Cc2c(C)[nH]c3c2cccc3)S1
-6.49,S=C1N(CC=C)C(=O)C(=Cc2c(OCC(=O)[O-])cccc2)C(=O)N1
-6.49,O=C(Nc1n2c(nn1)N=C(C)C=C2)c1sc(C2OCCC2)cc1
-6.49,O=C([O-])CC1C(=O)NC(=NN=C(C)c2ccc(CC)cc2)S1
-6.49,O=C(N1C(C(=O)[O-])COCC1)c1nnn(Cc2sccc2)c1
-6.49,S(CCC)c1ccc(NC(=O)C2(C(=O)[O-])CC2)cc1
-6.49,O=C([O-])c1nc(C(=O)Nc2ccc(C(=O)NCC)cc2)ccc1
-6.49,O=C(OC(C(=O)c1ccc(CC)cc1)C)c1nn2C(C)=CC=Nc2n1
-6.49,O=C([O-])C(NC(=O)C=Cc1c(C)n(-c2ccccc2)nc1C)C
-6.49,O=C(Cc1ccc(-n2nccc2)cc1)N1CC(C(=O)[O-])OCC1
-6.49,O=C(NC)c1cc(NC(=O)c2cc(OC)c(C)cc2)ccc1
-6.49,O=C([O-])COc1ccc(NC(=O)c2ccc(N3CCCC3)cc2)cc1
-6.49,O=C(C=Cc1oc(C2C(C)C2)cc1)N1C(C(=O)[O-])CCC1
-6.49,O=C([O-])c1c(O)ccc(NC(=O)c2c(C)oc(C)c2)c1
-6.49,Fc1c2[nH]c(C)c(CC(=O)NCc3sc(C(=O)[O-])cc3)c2ccc1
-6.49,O=C([O-])c1c(O)ccc(C[NH+]2CC(C(=O)N3CCCC3)NCC2)c1
-6.49,Clc1cc(-n2nc(N(C)C3CCCCC3)c(C(=O)[O-])n2)ccc1
-6.49,O=[N+]([O-])c1cc2c(C(=O)NCC(C)c3nnn[n-]3)c[nH]c2cc1
-6.49,S(CC(=O)Nc1c(C#N)oc2c1cccc2)c1[nH]c(C2CC2)nn1
-6.49,O=C(NC(C)c1sc(C(=O)[O-])c(C)n1)Cc1ccc(C)cc1
-6.49,S=C1N(CC(=O)[O-])C(=O)C(=Cc2ccc(OCC#C)cc2)S1
-6.49,O=C(OCc1ccccc1)NC1C(C(=O)[O-])C2C=CC1C2
