Dockingscore,SMILES
-6.24,O=C([O-])c1c(C[NH+]2C(Cc3ccc(C)cc3)C(O)CCC2)cccc1
-6.24,S(=O)(=O)(NC(C(=O)[O-])C(C)C)c1cc2c(nccc2)cc1
-6.24,O=C([O-])C1[NH+](Cc2nc(CC(C)C)on2)Cc2nc[nH]c2C1
-6.24,Brc1cc(CC(C(=O)[O-])C2CS(=O)(=O)CC2)ccc1
-6.24,O=C([O-])C1[NH+](C)CCN(Cc2cn(-c3cc(C)ccc3)nc2)C1
-6.24,Clc1cc(N2CC[NH+](C(C(=O)[O-])c3ccccc3)CC2)ccc1
-6.24,Clc1c(C(=O)N)ccc(NC(=O)C2C(C)(C)C2C(=O)[O-])c1
-6.24,O=C([O-])c1oc(CNC(=O)c2n[nH]c(C3CC3)c2)cc1
-6.24,Fc1cc(-c2n[nH]c(CCC[NH+](C(C(=O)[O-])C)C)c2)ccc1
-6.24,O=C([O-])C1C(C(=O)Nc2cc(OC)c(OC)cc2)C2CCC1CC2
-6.24,O=C([O-])Cc1n2c(nn1)C=C(c1onc(CC)n1)C=C2
-6.24,Fc1ccc(C(NC(=O)c2n[nH]c(CC)c2)CC(=O)[O-])cc1
-6.24,S(=O)(=O)(N1CC(C(=O)[O-])CCC1)c1cc(C)c(OC)cc1
-6.24,S(CC(=O)c1cc(C)c(C)cc1)C1=Nc2[nH]cnc2C(=O)N1
-6.24,O=C(OCc1noc(-c2occc2)c1)CNC(=O)c1ccccc1
-6.24,O=C([O-])CC1(NC(=O)CCc2ccc(O)cc2)CCCCC1
-6.24,Clc1cc(C=C(Sc2[nH]c(C)nn2)C(=O)[O-])c(OCC)cc1
-6.24,O=C([O-])c1c(Nc2nc(NCC(C)C)nc(C)c2)cccc1
-6.24,O=C([O-])C1[NH+](CCCOc2cc(C)cc(C)c2)CCC1
-6.24,O=C([O-])C(NC(=O)C(NC(=O)C[NH3+])C(C)C)Cc1ccccc1
-6.24,S(=O)(=O)(NC(CC)c1c(C)onc1C)c1c(C(=O)[O-])cccc1
-6.24,O=C([O-])C1C(C(=O)NCc2cnccc2)C2CCC1CC2
-6.24,O=C([O-])C1C(C(=O)NCCc2c(OC)cccc2)C2OC1C=C2
-6.24,Clc1c(NCCCCC2OCCC2)ncc(C(=O)[O-])c1
-6.24,O=C([O-])C1CC(C(=O)Nc2scc(-c3ccccc3)n2)CC1
-6.24,O=C(N(Cc1n2c(nn1)CCC2)C)C1OC(=O)c2c(cccc2)C1
-6.24,O=C(CCc1ncccc1)N1CCC(C(=O)[O-])(n2nccc2)CC1
-6.24,S(CC(=O)Nc1c(C#N)c2c(s1)CCCC2)c1nc(C)ccn1
-6.24,O=C([O-])CN1C(=O)C(=Cc2n(CC)ccc2)NC1=O
-6.24,O=C(Nc1cc2C(=O)N3C(C(=O)Nc2cc1)CCC3)c1cscc1
-6.24,O=C([O-])C1[NH+](CC=Cc2ccc(OC)cc2)CCc2[nH]cnc12
-6.23,O=C([O-])c1c(CN(CC)c2ccccc2)n(-c2c(N)non2)nn1
-6.23,S(CCNC(=O)c1oc(OC)cc1)c1n(C)nnn1
-6.23,O=C(CCn1ncnc1)N1C(C(=O)[O-])c2c(cccc2)CC1
-6.23,S(=O)(=O)(N=C1C=C2NNC=C2C=C1)c1c(OC)ccc(C(=O)[O-])c1
-6.23,O=C([O-])C1=Nc2n(C(c3c(OC)c(OC)c(OC)cc3)C1)nnn2
-6.23,O=C(OC(C)(C)C)C(N)Cc1ccc(CC(=O)[O-])cc1
-6.23,Clc1ccc(C[NH2+]C(C(=O)[O-])CC(=O)c2ccc(C)cc2)cc1
-6.23,O=C(N(C)C)c1c(C)c(C#N)c(NC(=O)c2ccc(C)cc2)s1
-6.23,S(=O)([O-])(=Nc1ccc(C(=O)OC)cc1)c1c2nsnc2ccc1
-6.23,O=C([O-])C1SC(=NN=C(C)c2ccccc2)NC(=O)C1
-6.23,O=C(N1CC(C(=O)[O-])(CC)CCC1)c1c(-c2cc(C)ccc2)[nH]nc1
-6.23,Fc1c(F)ccc(CC(NC(=O)OC(C)(C)C)C(=O)[O-])c1
-6.23,O=C(Nc1sc2C(=O)CC(C(=O)[O-])Cc2n1)c1cc(C)ccc1
-6.23,S(=O)(=O)(NC(C(=O)[O-])C)c1cc2NC(=O)COc2cc1
-6.23,O=C([O-])CCC(=O)c1c(N)c2c(o1)ccc(OC)c2
-6.23,O=C([O-])c1cc(CN2C(=O)C3(NC2=O)COCC3)ccc1
-6.23,O=C(Nc1cc2c(cc1)CCC2)CN1C(=O)c2c(scc2)N=C1
-6.23,O=C([O-])C1(CCC)CCN(c2ncnc(C3COCC3)c2)CC1
-6.23,S(=O)(=O)(N(Cc1ccccc1)C)c1c(F)ccc(C(=O)[O-])c1
-6.23,O=C(NCc1scc(C(=O)[O-])n1)C=Cc1sc(C)nc1
-6.23,O=C(NC1CCC(C(=O)[O-])CC1)c1c(C)nn(-c2ccccc2)c1
-6.23,O=C([O-])c1cc(-c2nc(NC(C)c3ccccc3)ncc2)ncc1
-6.23,O=C([O-])COc1c2c(OC(=O)C3=C2CCC3)c2c(OC(C)(C)CC2)c1
-6.23,O=C([O-])c1c(-c2oc(CN3CC(C(=O)NC)CC3)cc2)cccc1
-6.23,O=C([O-])C1N(C(=O)C2CC(C)OCC2)CCc2c1cccc2
-6.23,S(=O)(=O)([NH+](Cc1ncn(-c2c(C(=O)[O-])cccc2)c1)C)CC
-6.23,O=C(NCC)C1C(=O)N(c2cc(OC)cc(OC)c2)CC1
-6.23,O=C([O-])C1CN(c2nc(C3CC3)nc(-c3ccccc3)c2)CCC1
-6.23,S(=O)(=O)(NCC(=O)[O-])c1ccc(C(=O)OCC)cc1
-6.23,O=C([O-])CCc1nn2C(C)=Nc3sc4c(c3-c2n1)CCC(C)C4
-6.23,O=C([O-])C1C(C(=O)NCc2cc3OCOc3cc2)CC(C)=CC1
-6.23,O=C(Nc1cc2nc(C)[nH]c2cc1)Cc1ccc(OC)cc1
-6.23,Clc1c(C)ccc(C(=O)Nc2c(C[NH+](C)C)ccc(C(=O)N)c2)c1
-6.23,O=C([O-])C([NH+]1CCN(Cc2cnccc2)CCC1)c1ccc(O)cc1
-6.23,O=C([O-])C(C)(C)c1ccc(NC(=O)c2cn(C)nc2)cc1
-6.23,O=C([O-])CC(NC(=O)C1([NH+]2CCCC2)CCCCC1)c1ccccc1
-6.23,S(CC(=O)Nc1cnccc1)c1oc(-c2ccccc2)nn1
-6.23,O=C(NC(CC(=O)[O-])c1cc(Oc2ccccc2)ccc1)N
-6.23,S(CC1=Nc2n(C(=O)C1)nc(SCC)n2)c1n(C)nnn1
-6.23,FC(F)(F)c1ccc(-c2nn(Cc3nnn[n-]3)nn2)cc1
-6.23,S(CC(NC(=O)CCc1c(C)ncs1)C(=O)[O-])C
-6.23,O=C([O-])C(Oc1ccc(C(=O)C=Cc2cnccc2)cc1)C
-6.23,O=C([O-])c1c(O)ccc(C[NH+]2C(CCn3cncc3)CCCC2)c1
-6.23,S(CCc1nn(CC(=O)[O-])c(CC2c3c(cccc3)CC2)n1)C
-6.23,O=C([O-])C([NH2+]C1C(O)CCCC1)Cc1c2c([nH]c1)cccc2
-6.23,O=C([O-])C(CC1CCCCC1)N1CCS(=O)(=O)CC1
-6.23,S(=O)(=O)(NC(C(=O)[O-])(CCC)C)c1cc(F)c(OC)cc1
-6.23,S(C(C(=O)[O-])c1ccccc1)C1=Nc2[nH]cnc2C(=O)N1
-6.23,O=C([O-])C1C(C(=O)NCCc2ccc(OC)cc2)CC=CC1
-6.23,O=[N+]([O-])c1cc(C(=O)OCc2n(-c3ccccc3)nnn2)c(N)cc1
-6.23,S(=O)(=O)(NC(C)c1ccccc1)c1c(NCC)ccc(C(=O)[O-])c1
-6.23,O=C([O-])c1c(-c2ccccc2)onc1NCC(COC)(C)C
-6.23,O=C(NC(C)c1nnn[n-]1)c1c2c(c(C)cc(C)c2)nc(C)c1
-6.23,O=C(NCc1n(-c2ccccc2)nnn1)C=1C(=O)NC(C)=CC=1C
-6.23,O=C([O-])C1[NH+](Cc2ccc(-n3c(C)cc(C)n3)cc2)CCC1
-6.23,O=C([O-])C([NH+]1CCN(CCC#N)CC1)c1c2c(c(OC)ccc2)[nH]c1
-6.23,O=C([O-])C(OCC(C)C)Cc1c(C)cc(C)cc1
-6.23,Fc1ccc(CNC(=O)COC(=O)c2nccc3c2cccc3)cc1
-6.23,Clc1cc(-c2oc(CN3CC(C(=O)[O-])CCC3)nc2)ccc1
-6.23,O=C(N1CC(C(=O)[O-])(C)CC1)c1sc(C(C)(C)C)nc1
-6.23,O=C([O-])CC1(c2ccc(OC)cc2)CCN(C(OC(C)(C)C)=O)CC1
-6.23,O=[N+]([O-])c1cc(c(C)cc1)-c1oc(C2SCC(C(=O)[O-])[NH2+]2)cc1
-6.23,Clc1cc(-c2oc(CN3CC(C(=O)[O-])CCC3)nc2)ccc1
-6.23,S(=O)(=O)(N)c1ccc(CN2C(=O)C=CC(C(=O)[O-])=C2)cc1
-6.23,S(CC=1N=C2SC=C(C)N2C(=O)C=1)c1n(C2CCCC2)nnn1
-6.23,O=C(NC(CC(=O)[O-])c1sccc1)C(Oc1ccccc1)C
-6.23,O=C(NC1C2c3c(cccc3)CC12)Cc1ccc(C(=O)[O-])cc1
-6.23,O=C([O-])CC1C(c2[nH]nnc2)C[NH+](CCCn2c(C)[nH+]cc2)C1
-6.23,O=C([O-])CN(C(=O)Cc1nc(CC)sc1)C1CCOCC1
-6.23,O=C(Nc1ccc(N(C)C)cc1)C1C(=O)N(C)C(=O)N(C)C1=O
-6.23,O=C(NCCNc1nccc(C)c1)c1n2C(C)=CC(C)=Nc2nn1
-6.23,Fc1cc(NC(=O)NCC2C[NH+](C(C(=O)[O-])C)CCC2)ccc1
-6.23,S(CC(=O)[O-])c1oc(-c2cc3c(cc2)cccc3)nn1
-6.23,O=C([O-])C[NH+]1CC(O)(COc2cc(C)ccc2)COCC1
-6.23,S(=O)(=O)(N1C(C(=O)[O-])CCCC1)N1Cc2c(cccc2)CC1
-6.23,O=C([O-])CCC(=O)N1CC2N(Cc3ccccc3)C(=O)COC2C1
-6.23,S(=O)(=O)(N=NC1N=C(C)C=C(C)N1)c1c(C)ccc(C(=O)[O-])c1
-6.23,FC(F)(F)CCOc1c([N+](=O)[O-])cn(CCC(=O)[O-])n1
-6.23,O=C([O-])C1C(N(Cc2cn(C)nc2)C(=O)C1)c1cc2c(OCC2)cc1
-6.23,Clc1c(-c2[nH]c(SCC(=O)[O-])nn2)cccc1
-6.23,O=C([O-])c1c(C=CC(=O)c2nc(C(C)C)oc2)n(C)nc1
-6.23,S=C1N(CC(=O)[O-])C(=O)C(=Cc2ccc(C#N)cc2)S1
-6.23,Fc1c(C(NC(=O)C2CC[NH+](C(C)C)CC2)C(=O)[O-])cc(F)cc1
-6.23,O=C(CN1C(=O)C(C#N)=C(C)C(C)=N1)N1c2c(cccc2)CCC1
-6.23,Clc1noc(CCC(=O)NC(C(=O)[O-])c2ccccc2)c1
-6.23,O=C([O-])CC([NH3+])c1cc(Oc2ccccc2)ccc1
-6.23,O=C(N1CC(C(=O)[O-])OCC1)c1n[nH]c(-c2c(C)cccc2)c1
-6.23,O=C(NCc1ccc(C(=O)[O-])cc1)CN1C(=O)c2c(C1=O)cccc2
-6.23,O=C([O-])CN1C(=O)C(=C([O-])C=C1C)C1OC(=O)c2c1cccc2
-6.23,O=[N+]([O-])c1c(C(=O)NCc2n3c(nn2)CCC3)cc(OC)c(OC)c1
-6.23,S(C(C(=O)Nc1ccc(NC(=O)C)cc1)CC)c1n(C)cnn1
-6.23,S(=O)(=O)(NC12CC3CC(C1)CC(C2)C3)c1cc(C(=O)[O-])ccc1
-6.23,S=C(NC(=O)c1c(F)cccc1)Nc1c(O)ccc([N+](=O)[O-])c1
-6.23,O=C(OCC(=O)N1c2c(cccc2)CC1)COc1ccc(C)cc1
-6.23,O=C([O-])C([NH+]1CCN(CCC)CCC1)c1ccc(OC(C)C)cc1
-6.23,O=C([O-])CN(CC(=O)N1CCC(O)CC1)c1ccc(OC)cc1
-6.23,S(=O)(=O)(N1C(C(=O)[O-])CCC1)c1c2c(ccc1)cccc2
-6.23,O=C(N(Cc1c(OC)cccc1)C)C[NH+]1C(C(=O)[O-])CCC1
-6.23,O=C([O-])c1cc(CN2C(=O)C=C(C(C)C)N=C2)ccc1
-6.23,Clc1ccc(CCCC(=O)NC(C)c2nnn[n-]2)cc1
-6.23,O=C([O-])CNC(=O)CN1N(c2c(C)ccc(C)c2)C=NC1=O
-6.23,O=C(N(OC)C)Cc1nc(NC(=O)c2ccccc2)sc1
-6.23,FC(F)(F)c1ncc(C(=O)NC(C(=O)[O-])c2ccccc2)cc1
-6.23,S(CC(=O)[O-])c1oc(Cc2cc(C)c(C)cc2)nn1
-6.23,O=C([O-])C=Cc1ccc(NC(=O)c2c(C)csc2)cc1
-6.23,Clc1c([O-])ccc(C=C2C(=O)N(CC(=O)[O-])C(=O)N2)c1
-6.23,Clc1cn(C(C(=O)NC2(CC(=O)[O-])CCCCC2)C)nc1
-6.23,O=C([O-])c1nn(CCC)c2c1CC([NH+]1CC3(OCC1)CCCC3)CC2
-6.23,Fc1ccc(-c2oc(CN3CC(C(=O)[O-])CCC3)nc2)cc1
-6.23,O=C([O-])c1c(C[NH+](CCc2ccccc2)C2CC[NH+](C)CC2)c[nH]n1
-6.23,O=C([O-])Cn1c(-c2c(C)[nH]nc2C2CC2)nc(C2COCC2)n1
-6.23,S(CC(=O)[O-])c1n(N)c(-c2cc(OC)c(OC)cc2)nn1
-6.23,O=C([O-])C(C)n1ncc(-c2c(OC)c(OC)c(OC)cc2)c1
-6.23,O=C(NCCc1[nH]cnc1)C=1C(=O)NC(c2ccc(OC)cc2)=CC=1
-6.23,S(CC(=O)OC1C(C(C)C)CCC(C)C1)c1nc([O-])c(C)nn1
-6.23,O=[N+]([O-])c1cc(C=O)c(OC(C(=O)[O-])CCCC)cc1
-6.23,O=C([O-])c1nn(CC)c2c1CC([NH2+]CCN1C(=O)OCC1)CC2
-6.23,S(=O)(=O)(Nc1cn(Cc2c(F)cccc2)nc1)c1ccc(F)cc1
-6.23,Clc1cc(C(=O)[O-])c(NC(=S)NC(=O)c2c(C)cccc2)cc1
-6.23,O=C([O-])C(NC(=O)C1Oc2c(OC1)cccc2)c1ccccc1
-6.23,O=C([O-])CC1C(=O)N(c2ccc(C)cc2)C(=O)S1
-6.23,O=C([O-])c1ncn(-c2nc(C3CC3)nc(-c3ccccc3)c2)c1
-6.23,O=C(NCC(=O)N1CCCC1)N1CCN(c2c(C#N)cccc2)CC1
-6.23,Fc1ccc(Cc2c([O-])nc(NCCc3ccccc3)nn2)cc1
-6.23,O=C([O-])C1C(N(Cc2ccc(OC)cc2)C(=O)CC1)c1ccccc1
-6.23,O=C(Nc1c(C(=O)[O-])cccc1C)CCc1oc(C)cc1
-6.23,O=C(Nc1cnc(N2C(=O)N(CC)CC2)cc1)c1ccc(C)cc1
-6.23,S(CC(=O)NC(C)(C)C)CC1=NC(=O)c2sccc2N1
-6.23,O=C([O-])c1c(N(CCC)CCC)nn(-c2c(CC)cccc2)n1
-6.23,O=C([O-])C[NH+]1CC(NC(=O)CCc2cnccc2)C(C(C)C)C1
-6.23,O=C([O-])c1c(-c2cnc(C[NH+]3CC(O)CC3)cc2)cccc1
-6.23,O=C([O-])c1cc(C2C[NH+](Cc3cnc(N(C)C)cc3)CCC2)ccc1
-6.23,S(=O)(=O)(N1C(C)CCC(C(=O)[O-])C1)c1c(C)cc(F)cc1
-6.23,O=C([O-])CN(C(=O)c1cc2OCCOc2cc1)C1CCOCC1
-6.23,O=C([O-])CC1C(=O)NC(=NN=Cc2oc(C)cc2)S1
-6.23,O=C(CCc1ccccc1)N1C(C(=O)[O-])CC([NH+]2CCCC2)CC1
-6.23,O=C(OCC)c1nc(NC(=O)c2c3c(n(C)c2)cccc3)sc1
-6.23,O=C([O-])CC(NC(=O)COc1ccccc1)c1ccc(C)cc1
-6.23,O=C([O-])c1nn(C)c2nccc(-c3cc(C)c(C)cc3)c12
-6.23,S(CC(=O)[O-])c1oc(-c2c3c([nH]c2)cccc3)nn1
-6.23,O=C([O-])CC1C(=O)NC(=NN=Cc2c(O)cccc2)S1
-6.23,O=C(CNC(=O)c1[nH]ccc1)N1CCC(Cc2ccccc2)CC1
-6.23,O=C([O-])CN1c2c(cccc2)C2=Nn3c4c(nc3N=C12)cccc4
-6.23,O=C(CCc1ncsc1)N1CCC(C(=O)[O-])(c2ccccc2)CC1
-6.23,S=C1N(CC(=O)[O-])C(=O)C(=Cc2ccc(C=O)cc2)S1
-6.23,O=C([O-])CC(NC(=O)C1C(c2sc(C)cc2)C1)c1ccccc1
-6.23,O=C(N1CC(C(=O)[O-])(C)CC1)c1cc2nn[nH]c2cc1
-6.23,O=C([O-])Cc1ccc(CNC(=O)C2CC=CCC2)cc1
-6.23,S(=O)(=O)(NCc1c(-n2cncc2)cccc1)Cc1c(F)cccc1
-6.23,O=C([O-])CC(NC(=O)COc1ccccc1)c1sccc1
-6.23,O=C(Nc1cc2OCOc2cc1)N1CC(Oc2ccncc2)CCC1
-6.23,O=C(Nc1ccc(C(=O)Nc2c(C)c(C(=O)[O-])ccc2)cc1)C
-6.23,O=C([O-])C([NH+]1CCSCC1)c1ccc(NC(=O)C(C)C)cc1
-6.23,O=C([O-])C([NH+](CCn1cncc1)C)c1ccc(OC(C)C)cc1
-6.23,FC(F)(F)c1cc(C(C(=O)Nc2nnn[n-]2)CC)ccc1
-6.23,O=C([O-])Cc1cc(N)c(OCc2ccccc2)cc1
-6.23,Clc1cc(C(=O)Nc2cc(C(=O)[O-])c(O)cc2)c(OC)cc1
-6.23,S(=O)(=O)(N=C1N=CN(Cc2cnccc2)N1)c1sccc1
-6.23,O=C([O-])c1ncc(C(=O)NC2c3c(OCC2)cccc3)cc1
-6.23,O=C([O-])c1c(O)ccc(Nc2scc(-c3ncccc3)n2)c1
-6.23,S(=O)(=O)(NC(C)c1n(C2CC2)nnn1)c1ccccc1
-6.23,O=C([O-])C([NH+]1CCOCC1)c1ccc(NC(=O)N2CCCC2)cc1
-6.23,Fc1c(OC)cc(-c2c(C(=O)[O-])c(N3CCC(F)CC3)no2)cc1
-6.23,Fc1ccc(C(NC(=O)c2cn(CC)nc2)CC(=O)[O-])cc1
-6.23,O=C(Nc1cnccc1)COc1c(-n2cnnc2)cc(C)cc1
-6.23,FC(F)(F)c1ccc(C(=O)N(C(C)c2nnn[n-]2)C)cc1
-6.23,S(CC(=O)Nc1sc(C(=O)OCC)c(C)n1)c1nn[nH]c1
-6.23,S(CC(=O)Nc1c([N+](=O)[O-])cccc1)c1nc([O-])c(C)nn1
-6.23,O=C([O-])CC1C(=O)NC(=NN=Cc2ccc(OC)cc2)S1
-6.23,O=[N+]([O-])c1oc(C(=O)Nc2c(C#N)c3c(s2)CC(C)CC3)cc1
-6.23,Clc1c(C(=O)[O-])cc(S(=O)(=O)N(Cc2ccccc2)C)cc1
-6.23,O=[N+]([O-])c1cc(NC(=O)c2ccc([N+](=O)[O-])cc2)c(C(=O)[O-])cc1
-6.23,O=C(Nc1ccc(Oc2ccccc2)cc1)C(CC(=O)[O-])=C
-6.23,O=C([O-])CCc1onc(-c2c3c(ccc2)cccc3)n1
-6.23,O=C([O-])CN(C(=O)c1cc2c(NC(=O)CC2)cc1)C
-6.23,S(=O)(=O)(CCc1ncccc1)N1CC(C(=O)[O-])(C)CC1
-6.23,O=C([O-])c1c(C)oc(CNC(=O)c2cc3c(OCC3)cc2)c1
-6.23,O=C([O-])c1nn(CC)c2c1CC([NH2+]CC1(O)CC[NH+](C)CC1)CC2
-6.23,O=C([O-])CC1C(c2[nH]nnc2)CN(c2nc(N(C)C)c(C)cn2)C1
-6.23,Clc1c2c(C[NH+]3CC4C(C(=O)[O-])C4C3)nn(C)c2ccc1
-6.23,Fc1c(OC)ccc(C(NC(=O)OC(C)(C)C)CC(=O)[O-])c1
-6.23,O=C([O-])C[NH+]1CC2(CN(CCc3[nH]cnc3)C(=O)CC2)CCC1
-6.23,O=C([O-])C([NH+]1CCC(OCCOC)CC1)c1cc(O)ccc1
-6.23,Brc1c(C(=O)Oc2cc(-n3nnnc3)ccc2)cccc1
-6.23,Fc1c2NC(C(=O)NC3CC(C(=O)[O-])C3)=CC(=O)c2ccc1
-6.23,Fc1c(C)c(-n2c(C)c(C(=O)NCCc3sccc3)nn2)ccc1
-6.23,S(=O)(=O)([O-])N=Nc1ccc(NNc2ccccc2)cc1
-6.23,S(CC(=O)Nc1sc(C)nn1)c1sc(C)nn1
-6.23,O=C([O-])CC1C(=O)NC(=NN=Cc2sc(C)cc2)S1
-6.23,O=C([O-])c1c(C[NH+]2CC(Oc3ccccc3)C(O)(C)CC2)cccc1
-6.23,O=C([O-])CN(C)c1ncc(C[NH+](Cc2ncsc2)C)cn1
-6.23,O=C(Nc1c(OC)ccc(C)c1)COc1ccc(C(=O)[O-])cc1
-6.23,S(=O)(=O)(C)c1ccc(-c2cn(C(C(=O)[O-])C)nc2)cc1
-6.23,Clc1ccc(C(=O)Nc2scc(C(=O)C(=O)OCC)n2)cc1
-6.23,O=C([O-])c1c(COc2ccc(CO)cc2)nc(N2CCOCC2)nc1
-6.23,Clc1ccc(SCC(=O)NCCC(=O)[O-])cc1
-6.23,S(CC(=O)c1ccccc1)c1n(-c2ccc(C(=O)[O-])cc2)nnn1
-6.23,O=C(OCC)c1nc(NC(=O)c2cc3scnc3cc2)sc1
-6.23,N(Cc1onc(-c2ccncc2)c1)(C)c1oc(C2CCC2)nn1
-6.23,S(=O)(=O)(N1C(C(=O)[O-])c2c(cccc2)CC1)c1n(C)c(C)nc1
-6.23,S(=O)([O-])(=C)N1CC2(C(=O)[O-])C(C1)CN(Cc1n(CC)cnc1)C2
-6.23,O=C(COc1cc2c(cc1)CCC2)N1CC(C(=O)[O-])CCC1
-6.23,O=C([O-])c1c(O)ccc(C(O)C[NH2+]C(CCc2ccccc2)C)c1
-6.23,O=C(NCc1n2c(nn1)CCC2)NC1C2(C(OCC)C1)CCC2
-6.23,O=C([O-])C([NH+](CC[NH+]1CCCC1)C)c1c(C)cc(OC)cc1
-6.23,O=C([O-])c1c(CN2CC(Oc3c(CC)cccc3)C2)cccc1
-6.23,Clc1c2c(ccc1)CN(C(=O)c1cnc(C(=O)[O-])cc1)CC2
-6.23,O=C([O-])c1c(N2CCC(CCn3c(C)[nH+]cc3)CC2)ncnc1
-6.23,O=C(Nc1cc(-c2[nH]c3c(n2)cccc3)ccc1)c1oncc1
-6.23,C(CC1Oc2c(OC1)cccc2)n1nnc(-c2sccn2)c1
-6.23,Clc1cc(CNC(=O)C2C(C(=O)[O-])CC(C)=C(C)C2)ccc1
-6.23,O=C(N1CC(C(=O)[O-])CCC1)c1cc(OC)c(OCC=C)cc1
-6.23,S(=O)(=O)(N)c1ccc(N2C(=O)C(CC(=O)[O-])NC2=O)cc1
-6.23,S(=O)(=O)([O-])c1ccc(C(=O)OCc2ccc([N+](=O)[O-])cc2)cc1
-6.23,S(=O)(=O)(C)c1ccc(C(NC(=O)COc2cc(C)ccc2)C)cc1
-6.23,O=C(N1CCC(Oc2ccccc2)(C(=O)[O-])CC1)c1c(C)ncs1
-6.23,O=C(OC)c1c(C)sc(NC(=O)c2c3c(n(C)cc3)ccc2)n1
-6.23,FC(F)(F)C(C(=O)Nc1nn(CC(=O)[O-])cc1)C
-6.23,O=C([O-])C1C(=O)NC(=N[NH+]=C(C)c2cc3OCOc3cc2)S1
-6.23,O=C(Nc1ccc(C)cc1)N1CC(Cn2nnc(C(=O)[O-])c2)CCC1
-6.23,P(=O)(Oc1ccc([N+](=O)[O-])cc1)(Oc1ccccc1)[O-]
-6.23,FC(F)(F)c1cc(C[NH+](Cc2ncc(C(=O)[O-])nc2)C)ccc1
-6.23,O=C([O-])C(Oc1ccc(OC)cc1)Cc1c(C)cccc1C
-6.23,O=C(Cn1nncn1)N1CC(C(=O)[O-])C[NH+](C2CCCC2)CC1
-6.23,Fc1c(CN2C(=O)C(NC(=O)c3nocc3)CCC2)ccc(F)c1
-6.23,O=C(NC(CC(=O)[O-])c1sccc1)C(C)c1c(C)onc1C
-6.23,Brc1c(Cl)cc(NC(=O)CCC(=O)[O-])cc1
-6.23,Clc1c(OCc2nnn[n-]2)cc2OC(=O)C=C(CCC)c2c1
-6.23,O=C([O-])C(C)[NH+]1CCN(C(=O)c2cc3OCOc3cc2)CC1
-6.23,S(Cc1ccc([N+](=O)[O-])cc1)c1n(C)c(-c2cc(N)ccc2)nn1
-6.23,S(Cc1oc(C(=O)[O-])cc1)c1c(NC(=O)C)cccc1
-6.23,S=C1N(C(C(=O)[O-])C)C(=O)C(=Cc2ccccc2)S1
-6.23,Fc1ccc(C(NC(=O)C2=NN(C)C(=O)CC2)CC(=O)[O-])cc1
-6.23,O=C([O-])C1[NH+](Cc2nc(CC(C)C)on2)CC2(C1)CC[NH2+]CC2
-6.23,Fc1c(NC(=O)c2[nH]c3c(C(=O)NCC(C)(C)C3)n2)ccc(C)c1
-6.23,O=C([O-])CC1C(=O)NC(=NN=C(C)c2ccc(OC)cc2)S1
-6.23,S(=O)([O-])(=Nc1cc2[nH]nnc2cc1)c1c([N+](=O)[O-])cc(OC)cc1
-6.23,S(CC(=O)Nc1cc(O)ccc1)c1n-2c(nn1)Nc1c-2cccc1
-6.23,Fc1cc(NC(=O)CN2C(=O)N3C(C(=O)N(CC)CC3)=N2)ccc1
-6.23,S(=O)(=O)(N=C1N=CN(c2ccccc2)N1)Cc1ccccc1
-6.23,O=C([O-])Cn1nc(NC(=O)C2c3c(OCC2)cccc3)cc1
-6.23,S(=O)(=O)(NC(C(=O)[O-])c1ccccc1)CC1C(F)(F)CC1
-6.23,S(=O)(=O)(N(CC1CC1)c1ccccc1)c1cc(C(=O)[O-])[nH]c1
-6.23,O=C(Nc1c(C(=O)OC)c2c(s1)CCC2)COc1ccc(C)cc1
-6.23,O=C([O-])CNC(=O)C1CN(c2ccc(C)cc2)C(=O)C1
-6.23,O=C([O-])CCn1nc(c(C=O)c1)-c1cc(OC)c(OC)cc1
-6.23,O=C([O-])C1=C(C[n+]2c3n(NC=CC3)cc2)CSC2C(N)C(=O)N12
-6.23,O=C([O-])CN(C(=O)c1c(C(C)C)onc1C)CCC
-6.23,O=C(Nc1cc(-n2c(C)nnn2)c(OC)cc1)N1C2C(C1)CCC2
-6.23,O=[N+]([O-])c1c(OC)ccc(NC(=O)N2C3C(CCC2)CCC3)c1
-6.23,O=C([O-])C(CO)n1nnc(-c2cnc(C3CCCCC3)nc2)c1
-6.23,O=C(Nc1c(C(=O)[O-])nns1)N1C(c2cnccc2)CCCC1
-6.23,O=C(Nc1sc(COc2ccccc2)nn1)c1cnccc1
-6.23,O=C([O-])c1cc(N=C2N(C)C(=O)C(=Cc3cnccc3)S2)ccc1
-6.23,O=C([O-])c1ccc(CN2CC(CC)(CC)[SH0](=O)CC2)cc1
-6.23,O=C([O-])COc1ccc(C(=O)C=Cc2cn(C)nc2)cc1
-6.23,O(NC(=O)c1occc1)C(=O)c1c(C)nn(-c2ccccc2)n1
-6.23,O=C(C(OCC)c1ccccc1)N1CC(N2C(=O)NCC2)CCC1
-6.23,O=C(Nc1sc(C(C)(C)C)nn1)N1C(c2[nH]cnn2)COCC1
-6.23,Fc1ccc(CCNC(=O)C=2C(=O)N=C(c3cnccc3)NC=2)cc1
-6.23,S(=O)(=O)(C=Cc1ccc(CC)cc1)N1C(C(=O)[O-])CCC1
-6.23,Clc1ccc(C(=O)NCCCNc2c([N+](=O)[O-])cccc2)cc1
